"","1: upregulation, -1: downregulation","Symbol","Microgravity-Terrestrial","leaf_FLT_Rep1","leaf_FLT_Rep2","leaf_FLT_Rep3","leaf_GC_Rep1","leaf_GC_Rep2","leaf_GC_Rep3","root_FLT_Rep1","root_FLT_Rep2","root_FLT_Rep3","root_GC_Rep1","root_GC_Rep2","root_GC_Rep3"
"1","AT1G01010",NA,-1,6.50257480862609,6.90944308415461,6.63445261857084,8.49450804150779,8.32458324506043,8.22996799045539,6.76169994764197,6.11636118799473,6.70306081802027,8.29487097732846,8.3862221956803,8.32315088122679
"2","AT1G01080",NA,1,11.1006484296487,10.8799189486052,11.0017732834318,7.60155036333685,7.48914548624605,7.23020892731795,10.9764462647337,10.9755272919615,11.011149179044,7.2768455243396,7.50905237258309,7.2219461383831
"3","AT1G01110",NA,-1,6.97664510428492,6.9567516356731,6.36260359721396,7.40473329816706,7.36436096250828,7.87692505877592,6.02900732233236,6.54711965387105,6.47833687644338,7.55957036581284,7.52464574309176,7.67690649935137
"4","AT1G01140",NA,1,10.3138219941615,10.7872692885592,10.9754054938961,6.60182574706266,5.84779522771966,6.44206341431648,11.0918692136167,10.9204412444692,10.9835740613101,5.88987110437715,6.34344546641106,5.71229446065141
"5","AT1G01170",NA,1,9.69941458910057,9.64648342456032,9.86326832078309,7.30883058003054,7.39870624036553,6.71041095083838,9.66167482949545,9.91517364221939,9.67336872819614,6.7239102436076,6.68617939163184,6.62762728343868
"6","AT1G01200",NA,-1,4.96397212188367,4.32404082126412,4.39661763955145,7.32674832304929,7.07684274860648,7.15223318359555,4.59085975780032,5.21687407757842,4.32410918266214,6.87719184432373,6.78011938902323,6.76506898567762
"7","AT1G01225",NA,-1,6.18052249943338,6.23131841465886,6.38009413963844,7.32674832304929,7.39870624036553,7.28604386446114,6.56136236479334,6.46737218822672,6.11109242222346,7.26762999165561,7.35184994652509,7.40134123258029
"8","AT1G01240",NA,-1,7.2007368257601,7.96838250077929,8.25790608961749,8.44204611459449,8.77051643417154,8.21566255533411,7.01808225367797,8.20296122976825,7.81003213628053,7.89495112631039,8.21418379758831,8.08137127316026
"9","AT1G01320",NA,1,13.2434848309063,13.5890102621207,13.7058566694854,9.37035019748479,9.51659340552867,9.30834309958422,14.229791791079,13.5105249922956,13.6434218295706,9.43924244784182,9.41779452675697,9.63063416602251
"10","AT1G01340",NA,-1,6.72503820476419,7.47831457351874,7.96522695481728,8.49053954787438,8.44039350909883,8.42080247005845,7.16674775973209,7.10610751559105,7.01386865531699,8.58557222448775,8.77320380512591,8.7009289269125
