"User_ID sorted by SD","Ensembl_gene_id","symbol","sl_FLT_BA_Rep1","sl_FLT_BA_Rep2","sl_FLT_BA_Rep3","sl_FLT_BA_Rep4","sl_FLT_BA_Rep5","sl_FLT_BG_Rep1","sl_GC_BA_Rep1","sl_GC_BA_Rep2","sl_GC_BA_Rep3","sl_GC_BA_Rep4","sl_GC_BA_Rep5","sl_GC_BG_Rep1","UdCC_FLT_BB_Rep1","UdCC_FLT_BB_Rep2","UdCC_FLT_BB__Rep3","UdCC_FLT_BB_Rep4","UdCC_FLT_BG_Rep1","UdCC_FLT_BG_Rep2","UdCC_GC_BB_Rep1","UdCC_GC_BB_Rep2","UdCC_GC_BB_Rep3","UdCC_GC_BB_Rep4","UdCC_GC_BG_Rep1","UdCC_GC_BG_Rep2"
" ATCG01100","ATCG01100","",5,5,4,5,6,5,2,5,5,6,6,5,3,3,2,6,6,4,3,7,5,3,5,2
" AT2G26240","AT2G26240","",6,6,6,5,6,6,6,6,6,5,5,6,4,3,3,4,2,3,4,5,2,2,4,4
" AT5G13180","AT5G13180","",6,6,6,6,6,5,3,5,5,6,5,6,3,4,2,5,2,4,3,5,3,2,3,4
" AT3G05220","AT3G05220","",7,6,6,7,7,7,5,6,6,6,7,7,5,3,3,5,3,4,4,3,4,4,4,3
" AT2G38310","AT2G38310","",4,5,5,4,5,5,3,5,5,5,4,5,2,2,2,3,2,2,2,2,2,2,2,2
" AT3G53890","AT3G53890","",6,6,6,6,6,6,4,5,5,6,6,6,4,4,3,4,2,3,4,5,4,2,3,2
" AT5G11740","AT5G11740","",8,9,8,8,8,8,5,8,8,8,8,8,4,6,3,4,5,7,7,8,8,8,8,7
" AT4G11260","AT4G11260","",5,5,6,5,5,5,5,5,5,5,5,5,2,3,2,5,2,2,2,3,3,3,3,2
" AT3G26070","AT3G26070","",3,3,3,3,4,3,4,2,2,2,3,2,6,4,3,6,3,4,5,7,6,3,5,5
" AT4G39260","AT4G39260","",9,8,9,9,9,9,7,9,8,9,9,9,6,6,6,7,4,6,5,5,6,5,6,5
" AT5G11500","AT5G11500","",7,7,7,7,7,7,7,7,7,7,7,7,5,4,4,6,3,5,4,6,6,3,4,3
" AT5G07580","AT5G07580","",4,5,4,3,4,5,3,4,4,4,4,4,2,2,2,1,1,2,2,2,2,2,1,1
" AT4G37870","AT4G37870","",8,8,8,8,8,9,7,8,8,8,8,8,6,6,4,7,3,5,5,6,6,6,5,4
" AT3G23880","AT3G23880","",4,4,4,4,4,4,2,4,5,4,3,4,1,2,1,2,3,1,2,2,1,2,2,1
" AT1G26630","AT1G26630","",10,10,9,9,9,9,9,10,9,9,9,10,7,7,5,7,5,7,7,8,7,4,6,6
" AT1G01040","AT1G01040","",5,5,4,5,4,5,4,5,5,5,4,4,2,2,1,4,4,2,2,2,2,2,3,2
" AT5G62810","AT5G62810","",4,4,4,5,5,4,4,4,3,4,5,4,1,2,2,2,2,3,2,1,2,2,2,1
" AT3G29310","AT3G29310","",5,5,5,5,5,5,5,5,4,5,5,5,3,2,2,3,3,2,2,2,2,2,3,2
" AT5G65270","AT5G65270","",5,5,5,5,5,5,4,5,5,5,5,5,3,3,2,2,2,2,2,2,3,2,3,2
" AT5G09330","AT5G09330","",4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,1,2,2,2,2,2,2,1,1
" AT2G34680","AT2G34680","",5,4,4,5,5,5,2,4,3,4,4,4,2,2,2,1,2,2,2,2,2,2,2,1
" AT2G16510","AT2G16510","",6,7,7,7,6,6,6,6,7,6,7,7,3,4,4,5,5,3,4,3,4,3,5,3
" AT2G16400","AT2G16400","",5,5,4,4,5,5,2,5,4,4,4,5,2,2,2,2,2,2,3,2,1,2,2,3
" AT5G47210","AT5G47210","",9,9,8,8,8,8,6,8,8,8,8,8,7,6,4,7,4,6,6,5,7,4,4,5
" AT3G52470","AT3G52470","",6,6,5,6,6,6,4,6,6,6,6,6,4,4,2,4,4,3,4,4,3,2,2,4
" AT1G11430","AT1G11430","",4,5,4,5,5,4,3,4,4,5,4,4,2,2,2,2,2,1,4,2,2,2,1,2
" AT3G05120","AT3G05120","",5,5,5,5,5,5,4,5,4,5,5,5,2,3,3,4,5,3,2,1,2,2,3,2
" AT4G00720","AT4G00720","",4,4,5,4,4,4,4,4,5,5,4,5,1,2,1,2,1,2,3,3,3,2,2,3
" AT4G27470","AT4G27470","",4,4,4,5,5,5,5,5,5,5,4,5,2,2,3,4,4,2,2,1,2,2,3,2
" AT1G06700","AT1G06700","",5,5,5,6,6,5,4,5,5,5,5,5,2,2,2,3,3,4,2,2,3,3,2,4
" AT1G58030","AT1G58030","",7,7,7,8,7,7,8,8,8,7,7,8,4,5,5,4,4,4,5,5,5,4,4,4
" ATMG00640","ATMG00640","",7,6,6,6,7,6,6,6,5,8,7,7,10,10,9,9,9,10,10,10,10,10,10,10
" AT1G02140","AT1G02140","",6,6,6,5,6,6,6,6,5,6,5,6,4,3,3,5,2,3,4,4,3,2,3,3
" AT2G34480","AT2G34480","",6,6,6,6,6,6,5,6,5,6,5,6,4,3,3,5,2,3,3,3,4,4,2,3
" AT1G21080","AT1G21080","",5,5,5,6,6,6,6,6,6,5,6,6,3,3,3,4,3,3,3,4,3,2,2,5
" AT1G21780","AT1G21780","",5,5,5,4,5,5,6,4,6,5,5,5,3,2,2,5,4,3,3,3,1,2,3,3
" AT3G44110","AT3G44110","",6,6,6,6,6,6,8,6,6,6,6,6,6,5,2,5,2,5,4,5,4,3,4,3
" AT1G56660","AT1G56660","",4,4,5,4,4,4,7,4,4,4,4,3,2,2,2,2,4,2,2,2,2,2,2,1
" AT5G25280","AT5G25280","",5,5,5,5,5,5,5,5,5,5,5,5,3,2,3,4,2,5,2,3,2,2,2,2
" AT1G66680","AT1G66680","",5,5,5,5,5,5,6,5,5,5,4,5,5,4,1,5,2,2,3,6,4,3,2,3
" AT1G19240","AT1G19240","",5,5,5,5,5,5,3,4,4,4,4,4,3,2,2,3,2,1,2,2,3,1,2,3
" AT3G10860","AT3G10860","",9,9,9,8,8,8,8,8,9,8,8,8,6,6,3,7,5,6,6,7,6,5,6,4
" AT4G12040","AT4G12040","",6,5,6,5,6,5,6,5,5,5,5,5,3,4,3,2,2,3,3,4,3,2,2,3
" AT2G16600","AT2G16600","",6,6,7,6,7,7,6,6,6,6,6,7,4,3,3,5,3,3,4,3,5,4,3,4
" AT4G34720","AT4G34720","",5,6,4,6,5,6,3,5,5,5,5,5,3,3,2,2,2,3,2,2,3,4,3,3
" AT4G17170","AT4G17170","",6,6,6,6,6,6,7,7,6,6,6,6,5,4,3,5,3,4,3,5,4,2,3,3
" AT5G05100","AT5G05100","",8,8,8,7,7,8,9,8,8,8,8,8,5,6,3,7,6,6,6,7,5,6,5,3
" AT4G33865","AT4G33865","",8,8,8,7,8,8,7,8,8,8,7,8,5,5,4,6,3,5,5,7,7,5,4,5
" AT3G07050","AT3G07050","",6,6,6,6,6,6,5,6,5,5,5,6,4,3,2,3,4,3,3,2,4,3,3,3
" AT5G28060","AT5G28060","",5,6,6,6,6,6,4,6,6,6,5,6,4,4,2,6,3,4,3,5,3,3,3,2
" AT5G48840","AT5G48840","",4,3,3,3,3,3,2,3,4,3,3,4,3,2,4,7,8,4,2,2,3,2,4,2
" AT5G65390","AT5G65390","",4,5,4,4,4,4,1,4,5,4,3,4,2,1,3,2,1,2,2,2,2,3,2,1
" AT2G02570","AT2G02570","",4,4,4,4,4,4,4,3,4,3,4,3,2,1,1,2,4,1,2,1,2,1,2,1
" AT2G44730","AT2G44730","",6,6,6,6,6,6,6,6,5,5,6,6,3,2,5,5,4,3,3,3,4,2,4,3
" AT1G02100","AT1G02100","",4,5,5,5,5,5,4,5,5,5,4,5,2,3,1,3,3,2,2,3,2,3,2,2
" AT4G35450","AT4G35450","",4,5,4,5,5,5,5,5,5,5,4,5,4,1,2,2,2,3,2,3,2,3,3,2
" AT1G34300","AT1G34300","",5,5,5,5,5,5,6,5,5,5,5,5,3,3,1,5,3,3,2,4,2,2,3,3
" AT5G63590","AT5G63590","",4,5,4,4,5,5,3,6,6,5,5,5,3,3,3,1,3,3,2,2,4,3,2,2
" AT3G12480","AT3G12480","",6,6,6,6,6,6,7,6,5,6,6,6,1,4,2,6,4,5,5,4,4,5,4,4
" AT1G07040","AT1G07040","",3,3,3,3,3,3,7,3,3,3,3,3,5,2,1,5,1,4,2,2,2,1,2,2
" AT5G05110","AT5G05110","",5,5,6,5,5,6,6,6,5,5,5,6,2,2,3,5,4,5,3,2,4,2,4,3
" AT1G22885","AT1G22885","",6,6,5,5,6,5,3,5,5,5,5,6,3,2,3,1,3,3,4,5,4,3,3,3
" AT5G23080","AT5G23080","",5,4,5,5,6,6,5,5,5,5,5,5,4,1,2,4,5,2,3,3,3,2,4,3
" AT4G33670","AT4G33670","",5,5,4,5,5,5,4,5,3,5,4,4,2,3,3,1,2,2,3,2,2,2,2,2
" AT2G34900","AT2G34900","",5,4,5,5,5,5,6,5,5,5,4,5,3,3,2,3,2,3,2,3,2,2,2,2
" AT5G52280","AT5G52280","",4,3,3,4,4,4,1,3,3,3,3,3,0,1,1,2,3,1,1,1,1,1,2,2
" AT4G37295","AT4G37295","",1,2,1,2,1,1,2,1,1,1,1,1,3,3,4,1,2,4,4,3,4,2,4,4
" AT4G26620","AT4G26620","",4,4,3,4,4,5,3,4,3,4,3,4,3,2,2,3,1,2,1,1,1,1,2,1
" AT1G20630","AT1G20630","",2,2,1,1,1,2,6,2,2,1,2,2,4,4,4,5,2,3,2,4,2,2,3,3
" AT3G53260","AT3G53260","",4,4,4,4,4,5,2,4,4,5,5,5,3,1,2,2,3,2,2,2,2,1,2,2
" AT5G41080","AT5G41080","",1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,2
" AT2G27710","AT2G27710","",5,5,5,5,5,5,3,5,4,5,5,5,2,2,2,3,2,3,3,3,3,1,2,3
" AT2G36160","AT2G36160","",6,5,5,5,5,5,4,5,5,5,4,5,4,2,1,6,2,4,3,5,5,3,3,2
" AT3G59990","AT3G59990","",6,5,5,5,5,5,5,5,5,5,5,5,3,2,2,3,2,3,2,3,3,2,4,2
" AT5G13010","AT5G13010","",5,5,5,5,5,5,6,5,5,5,5,5,4,3,3,2,2,3,2,3,2,3,2,2
" AT3G10040","AT3G10040","",5,5,5,5,6,6,5,4,4,4,5,4,2,2,2,3,3,2,3,2,3,2,3,2
" AT3G59910","AT3G59910","",4,2,3,3,4,4,4,4,3,3,4,4,1,1,1,2,1,1,2,1,1,2,1,3
" AT4G30450","AT4G30450","",8,8,8,8,8,8,6,9,8,9,8,9,6,5,6,5,5,5,4,5,6,5,6,4
" AT4G32870","AT4G32870","",4,5,5,4,5,5,7,5,5,5,4,5,2,3,2,3,2,3,2,4,3,2,3,2
" AT2G04240","AT2G04240","",4,5,5,5,5,4,2,4,5,4,4,4,2,2,2,2,2,2,2,2,2,2,3,1
" AT1G09620","AT1G09620","",4,4,4,5,5,5,3,5,4,5,4,4,2,2,3,2,3,2,2,1,1,2,3,2
" AT4G25970","AT4G25970","",5,5,5,5,5,5,4,5,5,4,5,5,3,2,3,3,3,3,3,2,2,2,2,1
" AT5G67240","AT5G67240","",4,4,3,4,4,4,3,3,3,4,3,3,1,1,1,1,1,1,2,1,2,1,1,2
" AT2G26670","AT2G26670","",4,4,4,4,5,5,7,5,4,4,4,4,8,7,6,8,5,8,7,7,8,7,7,7
" AT3G25140","AT3G25140","",6,6,5,5,6,6,3,6,6,5,5,5,3,3,3,2,2,4,4,3,4,2,4,3
" AT2G32730","AT2G32730","",5,5,6,6,5,5,5,5,5,5,5,5,3,2,3,3,2,2,3,3,3,2,2,4
" AT1G34220","AT1G34220","",3,5,3,3,4,3,5,5,4,4,4,3,2,1,2,2,2,1,1,1,2,2,2,2
" AT4G14615","AT4G14615","",5,5,5,5,5,5,4,5,5,5,4,5,2,3,1,4,3,3,2,2,3,2,3,2
" AT3G26720","AT3G26720","",6,6,6,6,6,6,4,6,6,6,6,6,2,3,4,3,3,3,3,4,3,4,4,3
" AT5G42020","AT5G42020","",9,8,8,8,8,8,6,8,8,8,8,8,5,5,3,4,6,6,7,6,6,6,4,6
" AT3G20320","AT3G20320","",4,3,3,4,4,4,1,4,4,3,3,4,2,1,1,2,2,1,1,1,1,2,2,1
" AT1G79280","AT1G79280","",5,4,4,5,5,5,5,4,5,4,4,4,3,3,1,4,2,2,3,5,2,1,4,2
" AT1G02900","AT1G02900","",5,5,5,5,5,5,3,6,5,5,4,6,2,4,2,2,1,3,4,3,4,3,3,3
" AT3G17440","AT3G17440","",3,4,4,4,3,4,4,4,4,3,3,4,2,2,1,2,2,1,1,1,1,2,1,1
" AT4G30600","AT4G30600","",5,5,5,5,6,5,5,6,5,6,5,6,3,4,2,3,3,2,4,3,4,2,3,2
" AT3G12610","AT3G12610","",5,5,3,5,4,5,2,4,3,4,4,4,3,1,3,2,1,2,2,2,3,1,2,3
" AT5G27770","AT5G27770","",8,8,8,8,8,8,6,7,7,8,7,8,4,5,4,6,6,5,4,5,5,4,5,4
" AT5G43130","AT5G43130","",5,5,5,6,5,5,7,5,5,5,5,5,3,2,3,3,4,3,3,2,4,2,3,2
" AT3G60770","AT3G60770","",4,4,4,5,5,5,3,5,4,5,4,5,2,2,1,2,2,2,3,2,3,2,2,2
" AT5G54280","AT5G54280","",5,4,4,5,5,5,2,4,4,5,5,4,2,2,1,2,3,3,3,2,2,2,2,2
" AT3G54920","AT3G54920","",5,5,4,5,5,5,2,4,5,4,5,5,3,2,2,2,2,3,3,2,2,2,2,2
" AT5G35330","AT5G35330","",4,5,5,4,5,5,4,5,5,4,4,5,2,3,1,3,3,3,2,3,1,3,2,2
" AT1G76890","AT1G76890","",3,4,4,4,4,4,5,4,3,4,4,3,2,2,2,1,2,1,2,1,1,2,2,1
" AT1G30070","AT1G30070","",2,2,1,2,1,2,6,1,1,2,2,1,5,2,2,5,2,3,2,1,2,2,2,2
" AT4G34450","AT4G34450","",5,6,6,5,6,6,5,6,5,5,5,6,2,3,2,3,2,3,4,5,4,3,3,4
" AT4G13360","AT4G13360","",4,4,3,3,4,4,2,3,3,4,3,4,2,2,1,2,1,1,1,1,1,1,1,1
" AT1G53210","AT1G53210","",5,5,4,4,5,5,4,4,4,4,4,4,1,3,2,1,2,3,3,1,3,2,2,3
" AT1G21000","AT1G21000","",4,5,5,5,5,5,6,5,5,5,5,5,3,3,3,4,2,2,2,5,3,2,2,2
" AT2G38860","AT2G38860","",7,7,7,7,8,8,6,7,7,8,7,7,3,5,4,5,6,4,4,4,5,5,4,4
" AT4G10330","AT4G10330","",4,4,4,5,5,4,6,4,4,5,4,5,2,3,1,4,4,4,2,2,3,1,3,2
" AT1G62040","AT1G62040","",4,4,4,4,4,4,5,5,4,4,4,4,1,3,1,4,2,2,2,2,2,2,2,1
" AT2G31810","AT2G31810","",4,5,4,4,4,5,5,5,4,4,4,5,2,2,2,3,2,2,2,1,2,2,2,2
" AT4G24990","AT4G24990","",7,7,7,7,7,7,8,7,6,7,7,7,5,6,2,6,4,5,5,5,4,3,5,5
" AT5G05730","AT5G05730","",6,6,6,6,6,6,7,6,6,6,6,7,4,4,5,3,3,3,3,3,3,3,4,4
" AT5G27760","AT5G27760","",4,4,3,4,4,4,6,4,2,4,3,4,7,6,4,8,4,7,6,7,6,5,5,5
" AT3G51890","AT3G51890","",6,6,6,6,6,6,7,6,6,6,6,6,4,4,3,5,4,4,3,3,4,3,3,2
" AT1G49140","AT1G49140","",7,8,7,7,7,7,6,7,7,7,7,7,5,4,5,5,3,5,5,5,5,3,4,3
" AT3G23160","AT3G23160","",4,4,4,4,4,5,1,4,4,4,4,5,2,2,1,2,3,2,2,1,2,2,2,2
" AT3G51330","AT3G51330","",4,3,5,4,4,4,5,4,4,4,4,4,2,1,2,2,2,1,1,2,2,2,2,2
" AT3G22110","AT3G22110","",6,6,5,6,6,6,6,6,5,5,5,6,2,3,2,5,3,3,3,4,3,3,4,4
" AT4G37830","AT4G37830","",7,7,7,7,7,7,7,7,7,7,7,7,4,4,3,6,3,5,4,6,6,4,4,4
" AT3G15240","AT3G15240","",1,1,1,2,1,1,2,1,1,2,1,2,2,1,2,5,5,2,2,4,4,2,1,1
" AT3G09680","AT3G09680","",6,6,6,6,7,6,4,6,6,6,6,7,3,3,3,6,6,3,3,5,5,3,4,3
" AT4G21810","AT4G21810","",3,4,4,3,4,4,5,4,4,4,3,4,3,2,1,2,1,2,1,2,2,1,1,2
" AT1G30820","AT1G30820","",3,2,2,2,2,2,3,2,2,3,1,2,6,5,3,6,2,4,2,3,2,2,2,1
" AT5G60920","AT5G60920","",4,5,4,5,4,5,2,4,4,4,4,4,2,2,1,3,6,2,3,3,3,1,4,2
" AT1G03330","AT1G03330","",4,4,4,3,4,4,2,4,3,4,4,4,2,2,2,2,2,1,1,1,1,1,2,1
" AT2G47630","AT2G47630","",4,4,4,4,4,4,2,3,4,4,3,4,2,1,1,2,1,2,1,2,2,1,1,2
" AT5G26260","AT5G26260","",4,4,4,5,5,4,2,4,3,5,4,5,2,2,2,1,2,2,2,3,3,2,2,1
" AT3G09820","AT3G09820","",6,6,5,6,6,6,4,5,5,6,5,5,4,2,5,3,4,2,4,3,3,2,3,3
" AT1G53560","AT1G53560","",3,4,3,3,3,3,5,4,4,3,3,3,1,1,2,1,1,2,1,1,2,1,1,1
" AT3G06720","AT3G06720","",4,4,4,4,4,4,3,4,4,4,4,4,1,2,2,3,1,1,1,2,2,2,2,1
" AT3G60340","AT3G60340","",4,4,3,4,4,4,4,4,4,4,4,4,2,1,2,2,2,2,1,1,1,3,2,1
" AT2G44120","AT2G44120","",7,7,7,7,7,7,5,7,7,7,6,7,5,4,2,7,3,5,5,6,6,4,4,5
" AT4G22740","AT4G22740","",3,3,4,3,4,4,6,4,3,2,4,3,2,1,1,2,2,2,2,2,1,2,1,1
" AT5G47310","AT5G47310","",4,3,4,4,4,4,2,4,4,4,3,4,3,2,1,2,1,2,1,2,2,1,1,1
" AT4G19670","AT4G19670","",6,6,6,6,6,6,5,5,5,6,6,6,3,3,4,3,2,4,4,3,4,2,4,3
" AT1G12530","AT1G12530","",5,5,5,5,5,5,2,5,5,5,5,5,2,3,3,2,2,3,2,3,3,2,2,3
" AT5G19550","AT5G19550","",5,5,5,5,6,6,8,5,4,4,4,5,8,8,6,8,5,8,8,8,8,8,8,8
" AT1G52380","AT1G52380","",4,5,4,4,4,5,4,5,4,4,4,4,3,2,2,5,3,2,2,2,2,1,1,2
" AT5G44290","AT5G44290","",4,4,5,4,4,4,5,5,5,5,5,4,2,3,1,2,2,2,2,4,2,2,2,3
" AT5G38470","AT5G38470","",4,4,4,4,4,4,5,4,3,4,3,4,2,2,2,4,2,1,2,1,2,1,2,1
" AT4G25080","AT4G25080","",4,4,3,4,4,4,2,3,3,3,3,3,1,1,1,1,1,1,1,2,1,2,1,1
" AT3G11930","AT3G11930","",7,7,7,7,7,7,9,6,6,6,7,7,6,6,3,6,4,6,3,6,4,4,4,4
" AT2G01450","AT2G01450","",6,6,5,6,6,6,6,6,6,6,5,6,4,3,2,4,3,4,4,3,4,3,2,4
" AT3G46430","AT3G46430","",5,5,5,5,5,5,3,4,5,5,4,4,3,2,3,3,1,2,3,2,4,2,2,2
" AT3G53730","AT3G53730","",7,6,6,6,6,6,5,6,6,5,6,6,3,4,3,3,3,3,4,4,3,3,3,3
" AT3G05560","AT3G05560","",7,7,7,7,7,8,5,7,7,7,7,7,4,4,3,6,4,4,5,6,5,3,4,6
" AT5G19370","AT5G19370","",4,4,3,4,4,5,3,4,3,4,4,4,1,2,1,3,2,2,1,2,3,1,2,1
" AT2G17440","AT2G17440","",4,4,5,4,5,5,5,5,5,4,5,5,3,2,2,4,2,2,3,4,4,1,2,2
" AT2G21290","AT2G21290","",8,8,8,7,8,8,8,8,7,8,8,8,5,6,5,6,4,5,5,5,5,5,6,3
" AT1G76850","AT1G76850","",5,5,4,4,5,5,3,4,4,4,4,5,2,4,3,3,5,3,1,3,1,4,1,3
" AT5G16420","AT5G16420","",1,1,1,1,2,1,1,1,1,2,1,2,2,2,1,2,6,3,2,1,1,2,5,1
" AT1G65010","AT1G65010","",4,4,2,3,3,4,1,3,2,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1
" AT2G26300","AT2G26300","",7,7,7,7,7,7,6,7,7,7,7,7,5,3,3,5,3,4,4,6,5,4,5,5
" AT5G64180","AT5G64180","",5,5,5,5,5,5,5,5,4,5,5,5,2,2,2,3,3,2,2,4,3,2,2,3
" AT3G02560","AT3G02560","",6,6,6,6,6,6,5,6,5,6,6,6,6,2,2,7,3,4,4,6,5,3,4,4
" AT5G48000","AT5G48000","",5,4,5,3,6,5,3,4,4,4,3,4,3,1,2,3,3,2,2,1,3,2,2,2
" AT5G59440","AT5G59440","",4,4,4,4,4,4,4,4,4,4,3,4,2,2,1,3,1,2,1,2,3,1,1,2
" AT4G36380","AT4G36380","",4,4,4,4,5,5,3,5,4,5,4,5,2,2,3,1,2,1,3,2,2,3,2,3
" AT4G16760","AT4G16760","",3,3,3,4,4,4,5,4,5,4,4,4,2,3,2,1,1,3,2,2,2,1,1,2
" AT1G15020","AT1G15020","",4,4,5,4,4,4,2,5,4,4,4,5,2,2,2,1,2,2,2,1,4,2,2,3
" AT1G06200","AT1G06200","",5,5,6,5,6,6,6,5,5,5,5,6,3,3,3,3,2,4,2,4,2,3,3,4
" AT4G02230","AT4G02230","",8,8,8,8,8,8,7,8,8,8,8,8,6,6,4,7,4,5,5,6,6,4,4,5
" AT1G53320","AT1G53320","",4,4,3,4,4,4,5,5,4,4,4,4,2,1,1,2,2,2,1,3,2,2,2,2
" AT1G09590","AT1G09590","",9,9,8,8,8,9,6,8,9,8,8,8,5,5,5,6,4,5,6,7,7,5,5,5
" AT5G55660","AT5G55660","",7,6,6,6,7,7,6,6,6,6,6,6,3,4,4,5,5,4,3,4,4,4,3,2
" AT1G29470","AT1G29470","",6,6,6,6,6,6,3,5,5,6,5,5,2,4,4,3,3,3,3,2,3,4,4,3
" AT2G43060","AT2G43060","",5,4,5,5,5,5,6,6,6,5,5,5,3,3,3,3,2,3,3,2,2,2,4,3
" AT2G15580","AT2G15580","",5,5,5,5,5,5,3,5,5,4,4,5,3,1,4,2,2,2,3,2,3,2,3,3
" AT2G35810","AT2G35810","",7,6,7,6,7,7,6,7,7,6,6,6,5,5,4,5,3,5,5,4,4,2,4,3
" AT2G39460","AT2G39460","",6,6,6,6,7,6,5,6,6,6,6,6,4,3,4,5,2,4,5,4,6,2,3,4
" AT5G01750","AT5G01750","",6,6,6,6,6,6,6,5,6,6,6,6,5,4,2,7,3,5,4,3,4,2,4,4
" AT3G04840","AT3G04840","",6,6,6,6,6,6,5,6,5,6,6,6,3,3,3,4,3,3,4,4,4,2,3,3
" AT2G44860","AT2G44860","",7,6,6,6,7,6,6,6,6,6,7,6,5,4,2,5,4,5,5,5,2,4,3,4
" AT2G26990","AT2G26990","",5,4,4,5,5,5,6,5,4,4,4,4,2,2,3,3,2,3,2,1,2,3,2,3
" AT5G59880","AT5G59880","",7,7,7,7,7,7,6,7,7,7,7,7,4,4,4,5,3,4,5,5,6,3,4,4
" AT5G60570","AT5G60570","",7,7,7,7,7,7,6,7,7,7,7,7,5,3,4,4,5,4,3,4,5,4,5,4
" AT1G53500","AT1G53500","",5,5,4,5,5,5,2,5,4,5,5,5,3,2,2,2,3,3,2,3,4,4,3,1
" AT5G53650","AT5G53650","",5,5,5,4,5,5,5,5,4,5,3,5,2,3,2,4,1,3,3,4,3,2,2,2
" AT1G26550","AT1G26550","",6,6,6,6,6,6,4,6,5,6,5,6,3,3,3,4,3,3,3,4,3,3,4,2
" AT2G47470","AT2G47470","",6,6,5,6,6,6,3,6,5,6,6,6,3,3,3,3,3,3,4,4,4,4,3,2
" AT4G39400","AT4G39400","",6,6,5,6,6,6,4,6,6,6,5,6,4,3,3,4,3,3,3,3,4,2,3,3
" AT1G24510","AT1G24510","",6,6,5,6,6,6,4,5,5,5,5,6,3,3,2,5,3,3,3,3,4,2,3,3
" AT2G33470","AT2G33470","",3,4,2,3,4,4,1,3,4,4,3,3,1,2,1,1,1,2,1,1,1,2,1,1
" AT2G21390","AT2G21390","",5,5,5,5,5,5,4,5,4,4,4,5,2,2,2,2,2,3,2,3,4,2,2,2
" AT5G47680","AT5G47680","",4,3,4,4,4,5,4,4,4,4,3,4,2,2,2,1,2,1,2,1,2,2,1,2
" AT4G00890","AT4G00890","",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,2,2,2,2,1,1,1
" AT2G26690","AT2G26690","",3,5,3,4,4,4,2,4,4,4,3,4,2,1,2,2,1,2,1,2,2,1,1,2
" AT3G14610","AT3G14610","",4,4,5,4,5,5,3,5,5,4,4,5,2,2,2,2,1,2,2,3,2,3,2,3
" AT1G16210","AT1G16210","",5,4,5,5,5,5,6,4,4,5,5,5,4,4,3,3,1,3,2,2,2,2,3,4
" AT4G14030","AT4G14030","",5,6,6,5,5,6,5,6,5,6,5,5,3,3,3,5,2,3,3,3,3,3,2,3
" AT3G49910","AT3G49910","",7,6,6,6,7,7,5,6,6,6,6,6,4,3,3,5,2,4,5,5,5,3,3,5
" AT1G15350","AT1G15350","",4,4,4,4,4,4,3,4,3,4,4,4,2,1,2,1,2,2,2,1,2,1,1,2
" AT4G28610","AT4G28610","",4,4,5,4,5,5,5,4,4,5,4,4,2,2,2,3,2,2,2,2,2,2,3,1
" AT1G49660","AT1G49660","",4,4,4,4,4,3,2,4,5,4,5,4,2,1,2,2,2,1,3,1,2,2,2,2
" AT2G22430","AT2G22430","",4,4,5,4,4,5,2,4,4,3,4,4,1,2,2,1,2,2,2,2,3,2,2,1
" AT3G11500","AT3G11500","",4,5,4,4,4,5,2,4,3,4,4,4,1,1,2,2,2,3,2,2,2,1,2,2
" AT3G22320","AT3G22320","",6,6,6,6,6,6,6,6,6,6,5,6,5,2,4,6,4,5,2,5,4,3,3,3
" AT4G31340","AT4G31340","",6,6,6,6,6,6,6,6,6,6,5,6,4,4,2,4,2,5,5,6,5,3,3,3
" AT1G44160","AT1G44160","",3,3,4,3,3,3,1,4,4,4,3,3,1,1,2,1,1,1,1,1,2,1,1,1
" AT5G52920","AT5G52920","",3,4,3,4,3,3,1,3,3,4,3,4,1,1,2,1,1,1,1,1,1,2,1,1
" AT2G20820","AT2G20820","",4,5,5,4,5,5,3,4,4,4,3,5,2,2,3,3,1,2,2,3,2,3,1,2
" AT1G22985","AT1G22985","",3,3,3,3,3,4,7,3,3,3,3,3,6,6,4,7,3,7,4,5,5,4,5,4
" AT2G18090","AT2G18090","",3,3,3,4,4,3,5,4,4,4,4,4,1,1,1,2,2,2,2,1,2,2,2,1
" AT2G43150","AT2G43150","",4,5,3,3,4,3,4,4,4,4,3,4,1,2,1,1,1,2,2,2,2,2,1,2
" AT5G07220","AT5G07220","",7,7,8,7,8,7,7,8,7,7,8,8,4,4,5,5,3,5,5,5,4,5,5,6
" AT2G34250","AT2G34250","",3,4,3,4,4,4,2,3,4,3,3,3,2,1,1,1,1,1,1,4,1,2,1,2
" AT4G37410","AT4G37410","",5,5,5,5,5,5,2,4,5,4,4,5,3,2,2,2,2,3,2,2,2,3,3,2
" AT3G59940","AT3G59940","",5,5,5,6,5,5,4,5,4,5,5,5,5,6,4,7,2,6,3,3,2,2,3,3
" AT2G18750","AT2G18750","",4,4,4,4,4,4,5,4,4,4,4,5,4,2,2,5,4,2,2,2,2,1,1,2
" AT5G42520","AT5G42520","",5,5,6,6,6,5,7,6,5,5,6,5,3,4,4,5,2,5,3,4,4,2,4,2
