Sample.Name,Atha_Col.0_wo_act2.3_FLT_Rep1,Atha_Col.0_wo_act2.3_FLT_Rep2,Atha_Col.0_wo_act2.3_FLT_Rep3,Atha_Col.0_wo_act2.3_GC_Rep1,Atha_Col.0_wo_act2.3_GC_Rep2,Atha_Col.0_wo_act2.3_GC_Rep3,Atha_Col.0_wo_WT_FLT_Rep1,Atha_Col.0_wo_WT_FLT_Rep2,Atha_Col.0_wo_WT_FLT_Rep3,Atha_Col.0_wo_WT_GC_Rep1,Atha_Col.0_wo_WT_GC_Rep2,Atha_Col.0_wo_WT_GC_Rep3
AT5G23090,7.144759262,7.092851465,7.204567072,6.804536633,7.099975481,6.493005213,7.258381762,7.230413219,7.311521273,7.092382693,7.09858976,6.933278443
AT5G23110,5.424556624,5.586201915,5.77179343,6.156192207,6.075664748,5.988335102,5.589939932,5.656605556,5.857129875,5.978082681,6.047668135,5.99455035
AT5G23120,6.938304174,6.970117211,7.187476015,6.53117226,6.186892983,6.780468803,6.975720609,7.19184133,7.192531633,6.42453059,6.45780987,6.566718303
AT5G23130,5.075609015,5.104805367,4.987545969,4.889093328,4.588960096,4.702143365,5.18747623,5.102049337,4.998819973,4.7572019,4.790329809,4.756565955
AT5G23140,6.733435992,6.864755598,6.605258209,6.805101162,6.800099476,7.153577765,7.036703205,6.922886572,6.668759571,6.880923592,7.040420305,7.042952854
AT5G23150,4.638317838,4.576568476,4.776554908,4.992260968,4.982192928,5.199888831,4.524910166,5.000110128,4.791827274,5.055234381,4.776690526,4.716136584
AT5G23170,3.834257041,4.385962827,4.42180211,4.355294182,4.52498062,4.68567142,4.241508607,4.318552816,4.610861353,4.342108665,4.297070635,4.148790161
AT5G23210,6.339535427,6.140549666,5.772824494,5.948004209,5.761087898,5.820059873,6.200537253,6.042669712,6.345692474,5.594194202,5.679264664,5.465143023
AT5G23220,9.71891525,9.395070671,9.362436638,8.617860119,8.807855298,8.822552887,9.497722121,8.831503773,9.376326098,8.870747565,8.752223366,8.686117759
AT5G23230,6.765060771,6.555155561,6.476539685,6.174380715,6.349926997,6.378601787,6.804507602,6.545002861,6.643008305,6.585503443,6.424071657,6.165623731
AT5G23250,7.417445161,7.305310869,7.49722948,7.145358448,7.262485382,7.560805154,7.200817209,7.356256101,7.520722517,7.410049496,7.310625399,7.116320231
AT5G23290,9.333563594,9.231225031,9.472442527,8.802931772,8.931998979,9.054241068,9.209092377,9.285196349,9.310203074,8.923968321,9.012654575,8.901217395
AT5G23300,5.378755725,5.375468812,5.587781722,5.524465127,5.290587679,5.660975562,5.440715857,5.449352755,5.33404237,5.324889642,5.442557838,5.490915987
AT5G23310,6.043508577,6.073680901,6.028108511,6.152075057,6.077408181,6.306534212,6.144149991,6.246893527,6.21138628,6.076473557,6.198449517,6.085491043
AT5G23320,3.211256606,3.346407192,3.078547887,3.656393184,3.172759825,3.487986639,3.42303191,3.102387868,3.047404498,3.302246055,3.602855909,3.277933226
AT5G23330,6.46382999,6.392684815,6.629956747,6.1121624,6.301297874,6.187542468,6.42879512,6.65723455,6.387218675,6.269474497,6.131039261,6.104878979
AT5G23340,7.71461909,7.67382375,7.64181913,7.777938805,7.879737564,7.958717147,7.938202718,8.105289826,7.767199708,8.065714074,8.119022739,7.852706325
AT5G23350,2.881139695,2.820379221,2.606691474,3.301374227,2.901650323,2.829994912,2.665416692,2.380326862,2.611370003,3.069096554,3.427198941,3.184864034
AT5G23380,7.885740522,7.947476812,8.136655247,7.990834448,8.027151193,7.62706458,8.148320757,8.154004861,8.086521224,8.295124347,8.089705652,8.071151896
AT5G23390,6.140944302,6.375307471,6.369747644,6.760533638,6.61822781,6.476080363,6.319258027,6.44016396,6.339954642,6.59213732,6.507914257,6.648968463
AT5G23400,2.753893438,3.126554919,3.136365517,3.465544948,3.099214759,2.904585288,3.080162255,3.187893714,3.09313276,3.014479941,2.832009073,3.325928407
AT5G23405,6.743630835,6.665500496,6.618640067,6.220765059,6.470984123,6.606098155,6.869567718,7.076539975,6.614218012,6.808983565,6.594537947,6.574719871
AT5G23420,3.245077314,3.454892501,3.113154934,3.583246267,3.301928976,2.934551269,2.875148731,2.816578487,3.118231003,3.244910826,3.170786367,3.18563512
AT5G23430,5.027042174,4.892502782,4.983347153,5.235647101,5.346614923,5.201296378,5.285285003,5.368029476,4.566820567,5.227286904,5.147196734,5.017790206
AT5G23440,6.74605782,6.573672303,6.862667238,6.669296283,6.445347837,6.474648753,6.838364266,6.650737569,6.96997535,6.56078994,6.652644922,6.635580304
AT5G23450,9.402255169,9.438540109,9.466718684,9.627332532,9.378660565,9.503449868,9.430852046,9.870290751,9.212998831,9.485119943,9.433218641,9.427827606
AT5G23460,7.038642391,6.810176529,6.729488376,6.932811552,7.337589558,7.051653545,7.001696791,6.889584808,6.962493364,7.178453004,7.274602279,7.158317184
AT5G23480,2.324595441,2.222923283,2.309692955,2.229389689,2.395629829,2.148134988,2.242289809,2.36891864,2.267198595,2.325598675,2.174911933,2.282083426
AT5G23510,7.39339203,7.388823938,7.531620962,7.419170309,7.403999432,7.566796065,7.418105747,7.220853515,7.330768088,7.52479832,7.322082246,7.473866832
AT5G23520,5.641809789,5.354186439,5.616507208,5.616747118,5.894824463,5.839472792,5.666903127,5.50092362,5.622248601,5.673866984,5.718556723,5.646938187
AT5G23530,5.219807664,4.895184897,3.89444288,5.690926495,5.749496254,5.889775106,4.512326429,4.420181623,4.810190172,5.266585182,5.790120372,5.536875947
AT5G23540,9.417221876,9.332836678,9.541121206,9.436141776,9.490131359,9.460019631,9.413598671,9.560407779,9.477765768,9.676601515,9.498148657,9.432272638
AT5G23550,6.650781354,6.630316325,6.785780323,6.452036367,6.369819884,6.51245109,6.547139433,6.223269255,6.583002126,6.664179785,6.66066635,6.38159465
AT5G23570,5.220052431,5.11767255,5.167077504,5.395894139,5.212276119,5.24325561,5.173988653,5.188329249,5.47187215,5.313733871,5.150858263,5.223834503
AT5G23580,6.03070565,5.868183035,6.222981834,5.629339884,5.752994092,5.687841287,5.999464994,5.752416293,6.027879891,5.931877121,5.53967082,5.675341357
AT5G23590,6.897696941,6.853585075,6.8634315,6.690970185,6.823977786,6.728294268,6.773929918,6.851567843,6.946906615,6.751040488,6.512184176,6.593240482
AT5G23610,8.399962883,8.498580157,8.694816308,8.569388719,8.508627118,8.233176584,8.376328471,8.730524062,8.395265169,8.494652457,8.552010338,8.387778997
AT5G23630,7.320344209,7.209038881,7.218434503,7.62191775,7.543763594,7.657973882,7.333345904,7.225059072,7.17605044,7.825764709,7.558703682,7.704648191
AT5G23660,7.24379055,7.062020128,6.499595325,8.344236923,8.152914566,7.996508471,7.132118636,6.705808766,7.419121792,8.111523891,8.359289309,7.952637294
AT5G23670,8.06423095,8.113291618,8.184554002,8.246086847,7.994020653,8.062875796,8.170846104,8.242884189,8.171131127,8.123178988,8.022373191,7.960793828
AT5G23680,5.505155166,5.438190383,5.58008491,4.683177434,5.121195247,5.007719115,5.518231179,5.902131346,5.356775423,5.240644543,4.876845734,5.332695797
AT5G23690,5.466630402,5.694646324,5.647790881,5.429522006,5.608208205,5.666599875,5.634098924,5.766036372,5.440187008,5.470360175,5.657836239,5.519259735
AT5G23710,7.412097528,7.298033582,7.593316307,7.014047991,7.156596763,7.385847022,7.412820766,7.684656334,7.391419853,7.287686843,7.212156327,7.23130044
AT5G23720,5.509265141,5.12330352,5.120020729,5.765937149,5.752015817,5.667944743,5.357441978,5.421757421,5.513069113,6.006283793,5.642297731,5.757585076
AT5G23730,5.316613845,5.357634501,5.310237966,5.493842843,5.522942076,5.552124054,5.440551575,5.280845607,5.636502858,5.6476803,5.716705447,5.431725229
AT5G23740,10.08400776,10.05863379,9.9467183,9.894790265,9.784606296,9.91339247,9.869715244,9.91065586,10.18936547,9.909773244,10.00060483,9.977006816
AT5G23750,6.178000719,5.905643274,5.749348506,5.734033928,5.982434702,5.562817157,6.353904983,5.942690476,6.101929959,6.066676803,6.275315197,5.999869343
AT5G23760,7.114708812,7.126817228,6.802541295,6.646247323,6.735690187,6.654902609,7.084471452,6.726888585,7.130068596,6.723956893,6.863970935,6.767615071
AT5G23770,2.693137776,2.637157504,2.773423424,2.580113026,2.63583212,2.524956375,2.769622116,2.762394089,2.636894792,2.640958363,2.576565653,2.439029823
AT5G23780,2.422994602,2.624349947,2.457576638,2.285360916,2.29423403,2.342980769,2.422027578,2.284237274,2.365252415,2.316196088,2.240573729,2.518630325
AT5G23800,2.676899844,2.601285985,2.948439339,2.685302488,2.476784171,2.797076055,2.497599019,2.707630092,2.68245843,2.666852941,2.536917624,2.729258373
AT5G23810,3.047089368,3.106212983,3.043794139,3.142761152,3.137490652,3.25808777,3.086565295,3.118722007,3.302808235,3.170184716,3.14433058,3.117755341
AT5G23820,7.282952735,7.217297916,7.30637142,6.592678916,6.503415703,7.146184383,6.94321213,6.072103248,6.866151937,6.274429861,6.484899145,6.664536876
AT5G23830,7.957629529,8.206039171,8.462399363,8.822364605,9.101484508,8.734583684,8.19911462,7.689159207,8.528867549,8.780673399,9.266380757,9.031697122
AT5G23840,4.192628592,4.230166279,4.216014244,5.995632218,6.146406236,5.589451321,4.341856927,4.178373903,4.24092817,6.103246562,6.651024917,6.069811451
AT5G23850,5.512983817,4.969893379,4.991218006,5.342930194,5.285131236,5.191257376,5.065032296,4.69169001,5.282112166,5.198834066,5.036183466,5.216095826
AT5G23860,7.040739799,6.96195538,6.622630913,7.436919146,7.200197576,7.206795175,6.785219253,6.463328724,6.67003087,6.916895338,7.258304863,7.224350817
AT5G23870,6.163256297,6.005984248,5.936334436,5.540542988,5.41170733,5.514836638,6.030649742,5.742092698,5.935061776,5.361477848,5.260483556,5.167363646
AT5G23880,5.160516558,5.332622782,5.436443873,5.515911726,5.473879624,5.375334947,5.149323231,5.385795023,5.191654168,5.521615188,5.404507195,5.637966823
AT5G23890,5.608386973,5.465274908,5.849778836,5.636946072,5.51913336,5.338150376,5.600082755,5.817759773,5.689536616,5.822531116,5.471150544,5.740060719
AT5G23900,10.99261329,10.98995713,11.01794456,11.106696,11.11167248,10.92837196,10.92172332,10.93966074,11.10306046,11.04368799,11.05119386,11.06119163
AT5G23910,2.761565561,2.629296048,2.521638893,2.535255602,2.647673062,2.58917157,2.444031391,2.559468935,2.521638893,2.53096438,2.670710147,2.640216628
AT5G23920,7.15616601,7.04261153,6.831443058,7.342837558,7.226552134,7.190981872,6.772811226,6.908203843,7.361960709,7.179558001,7.31709479,7.287035773
AT5G23940,3.772769415,3.869024059,3.755897936,3.612848451,3.684278711,3.389687675,3.616918212,3.55919584,4.110729738,4.074866609,3.671538871,3.729248514
AT5G24000,4.183960914,4.075417535,3.961607864,4.122874789,3.905803699,4.184947353,3.68671417,4.039646775,4.161190331,3.889971295,3.816253726,3.87538679
AT5G24010,4.764953102,4.208786192,4.082996428,4.722809242,4.775205425,4.578684096,3.814773895,4.248007191,4.059874082,4.531439016,4.779927634,4.518779543
AT5G24020,6.369864849,6.32583645,6.335227363,5.981968492,6.077378185,6.444780097,6.214929944,6.53014594,6.39820423,6.26032164,6.22892386,6.220121197
AT5G24030,4.753416574,4.865274496,4.573296184,6.974252011,7.032812896,6.862765723,4.806479053,4.260470848,5.012939477,6.615311501,6.96795726,6.954109511
AT5G24070,2.508783082,2.711138155,2.890503326,2.821659201,2.678126946,2.796496391,2.919790209,2.839761079,3.230505279,2.598838617,2.820597733,2.631189552
AT5G24090,6.94623943,7.099187686,6.921661007,7.749913488,7.985799507,7.706551932,7.34820478,6.946312254,6.988818191,7.725025426,8.066554421,7.768895843
AT5G24100,3.111112264,3.092309192,3.218740841,3.125980573,2.968163876,3.345364194,3.117492423,3.015530408,3.17856707,3.187672125,3.363419402,3.224551546
AT5G24120,2.497708595,2.570218671,2.94121322,2.801959386,2.853788269,2.876560264,2.992810093,2.72889138,2.748890092,3.022552214,3.338316061,2.665642719
AT5G24140,2.387198001,2.484177567,2.49635936,2.452998445,2.491444796,2.469177611,2.711058845,2.68111397,2.319244174,2.836128482,3.031111827,2.586458376
AT5G24165,9.673469638,9.743525014,9.66795766,9.412049407,9.231727932,9.445255116,9.624148167,9.459063852,9.811563915,9.279432999,9.461653531,9.317784055
AT5G24170,7.649124667,7.694879658,7.856662235,7.743391543,7.512339525,7.791853782,7.676054055,7.594348913,7.840368525,7.698922465,7.767358218,7.619103886
AT5G24230,4.333443169,4.094977965,4.52841975,4.582977761,4.875927533,4.94205384,4.303255869,4.323613423,3.987384976,4.530947579,5.02736155,4.504881154
AT5G24240,3.318995367,3.219807087,3.389687675,2.963031962,3.394976608,3.262633329,3.352352448,3.375848827,3.583805127,3.809123837,3.504803558,3.248305802
AT5G24260,5.909287822,5.794352365,5.741854544,5.776725825,5.932256687,5.646035136,5.920433389,5.845729356,5.537860813,5.965174979,6.050557086,5.931016422
AT5G24270,6.427808255,6.087973703,6.41829314,6.186241889,6.446815816,6.467229859,6.524549265,6.553921713,6.218890275,6.599623241,6.582640072,6.258220435
AT5G24280,4.187726515,3.903637491,3.805918174,4.466866262,4.00644968,4.004324784,3.971875571,3.756748651,3.972509346,3.948338378,4.182051587,4.252501279
AT5G24290,5.691589775,5.620054387,5.505616955,5.853911371,5.696870803,6.005232566,5.510474496,5.069456747,5.596191969,5.899721122,5.675427903,5.969502885
AT5G24300,5.137828953,5.620777883,5.3515082,5.275523827,5.453981138,5.548944209,5.350782011,5.427170408,5.519814959,5.157626256,5.290843707,5.038445454
AT5G24310,6.054948728,6.291035072,5.65294256,6.287390012,6.063464209,5.994335607,6.199243535,5.42294392,5.975449331,6.13904147,6.191322872,6.065305693
AT5G24313,2.660899387,2.264319729,2.670962363,3.379514032,3.021434142,3.228115926,2.608273148,2.814459881,2.971239998,3.681713457,4.70277125,4.655450389
AT5G24320,6.302138997,6.325174303,6.282767678,6.54031717,6.491071576,6.444948947,6.686493915,6.742108169,6.169575207,6.441631282,6.594769257,6.410674919
AT5G24330,2.483121235,2.62752564,2.599707163,2.76875153,2.690432285,3.013159382,3.213659594,2.819379944,2.991755224,2.84328953,2.934083235,3.264747354
AT5G24340,4.259930462,4.318973325,4.454617289,4.530327693,4.499217905,4.588874148,4.437053027,4.512643986,4.209950834,4.534172257,4.43065015,4.387606212
AT5G24350,5.752166538,5.695209664,5.725847967,5.804417886,5.695160334,5.73002495,5.830469983,5.861951124,5.544405409,5.802932853,5.891257684,5.812383891
AT5G24360,5.354272958,5.382405487,5.204926443,5.518447338,5.422086648,5.829873369,5.390087609,5.204831343,5.31131029,5.568831732,5.448301819,5.80778618
AT5G24380,5.28717347,5.599350648,4.86691258,6.204926481,5.713826546,6.413317991,5.436918936,5.973148053,5.498507868,6.299804104,6.40936821,6.193842674
AT5G24390,3.37080825,3.272150717,3.50821041,3.76704961,3.707733593,3.285673999,3.466308195,3.415912078,3.325600709,3.629292726,3.975392276,3.698080234
AT5G24400,9.039317014,8.992865307,8.890241202,8.968436962,8.890899043,8.897454969,9.076079801,9.170802737,8.943709056,9.057467928,8.987068284,9.05343547
AT5G24410,6.923740213,6.774078068,7.08318704,7.929064864,8.237628405,7.98759113,7.157023817,7.196009952,6.999991112,8.155783009,8.341990882,7.98373578
AT5G24430,7.567608668,7.542447237,7.57058641,7.622656195,7.54864636,7.25595294,7.646400595,7.486320926,7.732559467,7.604944389,7.507630749,7.690009465
AT5G24450,7.063380527,7.025592272,7.0099679,6.948977957,7.13279149,6.8622723,7.09099073,7.200885668,7.07724555,7.015185819,7.162635577,7.105240103
AT5G24460,7.877946633,7.724559414,7.820642466,7.664699867,7.60578423,7.973322493,7.939415123,7.951315071,7.908137641,7.671185277,7.670784627,7.57857133
AT5G24470,4.429997647,4.248083887,4.070505882,4.227655593,4.33904275,4.399736535,4.158688789,3.961512022,3.735038477,4.398671661,4.212943447,4.182920217
AT5G24490,7.379461586,7.455274287,7.166479438,7.579905072,7.420164135,7.019898106,7.197495649,6.755090226,7.379371534,7.142872127,7.339599178,7.227397303
AT5G24500,6.858306788,6.554883919,6.698011343,6.382101789,6.452443829,6.231777495,6.482819619,5.85638906,6.728930154,6.26757252,6.120307943,6.054819276
AT5G24510,2.896628722,2.809782259,2.941985854,2.810835452,2.777754929,2.87104686,2.953976438,2.876689672,3.031029982,2.945228273,2.855527488,2.922939228
AT5G24520,7.256842386,7.050030859,6.94047153,7.232780719,7.196278925,7.318370742,7.346818051,6.956788683,7.048352736,7.395517201,7.362156389,7.242480715
AT5G24530,9.015513051,8.818169596,8.49268008,8.892769335,8.876656612,8.831727694,9.026100621,8.651630154,8.54884599,9.63795169,8.818013143,8.744648912
AT5G24580,6.40200192,5.779756992,5.265165887,4.926011254,4.652231533,4.557399743,5.799002512,5.345893951,5.963305233,4.577658241,4.599961674,4.748071581
AT5G24590,6.690088476,6.778719073,6.853172095,6.629912399,6.70320437,6.712426693,6.750416161,7.039385212,6.62766102,6.744916817,6.684574923,6.749944575
AT5G24600,3.435832997,3.345360916,3.367869035,3.288682631,3.565419986,3.272289668,3.270493592,3.432877839,3.311666084,3.290723903,3.16885758,3.27251204
AT5G24610,5.872887363,5.952571523,6.006777305,6.484148275,6.668518473,6.814205343,5.885948851,5.694994976,5.845023608,6.550877256,6.571287457,6.637570624
AT5G24620,3.869830521,4.239773713,4.199145673,5.145898157,5.1048901,5.022618153,4.375286054,4.442531729,4.596652708,4.916875979,4.860743132,5.220370645
AT5G24630,3.535315447,3.259134329,3.606120452,3.385017287,3.312855098,3.510302045,3.533833733,3.437360558,3.432918925,3.355978137,3.292231425,3.409328273
AT5G24650,6.379246962,6.282475699,6.465861494,6.113921479,6.219595629,6.046556165,6.247437886,6.397429938,6.33091007,6.172165388,6.353796563,6.314682229
AT5G24660,3.305608159,3.87393701,3.590961528,3.792073654,3.770225283,4.297422062,3.560473246,3.309791115,3.535817458,3.620031773,3.96733504,3.720291983
AT5G24670,6.949990922,6.857763891,6.9723964,7.456513451,7.601829311,7.484247934,7.088033423,7.016799503,7.088540447,7.371617603,7.294280078,7.448382815
AT5G24690,9.037602546,9.000529093,8.935156826,9.400500814,9.471973307,9.490666119,9.185718997,8.999382683,8.943548222,9.348821087,9.423313286,9.405405739
AT5G24710,7.097117778,6.868609985,7.218667524,7.093101067,6.951791479,7.074169917,7.154414785,7.201471553,6.835032022,6.8709181,7.042138249,6.924767857
AT5G24740,5.641837342,5.398308733,5.566601982,5.881054947,5.843796821,5.732273898,5.437854225,5.49473716,5.153990698,5.628089765,5.573126217,5.893896721
AT5G24750,3.461509254,3.483111217,3.758651821,3.933814254,4.087177324,4.191961736,3.304817057,3.859387214,3.524379255,3.855962247,3.777662929,3.763018869
AT5G24760,6.737037166,6.496137012,6.048822487,7.108955419,6.93486076,6.707696123,6.305506108,5.929470911,6.446352254,6.812832188,7.122386717,6.982003147
AT5G24800,7.280025168,7.274918049,6.916260425,8.472176492,8.59809779,8.131249164,7.199390339,6.937040233,7.368592928,8.201966695,8.523693217,8.46895671
AT5G24810,5.36328302,5.271385655,5.259585325,5.734641989,5.496945502,5.980181115,5.193560529,5.083835067,5.294209376,5.48388224,5.739842948,5.549137978
AT5G24830,4.112693148,4.197456245,4.272515459,4.266484309,4.182110785,4.363330923,4.140935493,4.319875675,4.268419018,4.206078341,3.880458081,4.095910329
AT5G24840,7.25226899,7.184026628,7.45533084,7.045473344,7.147689629,7.353712431,7.231808553,7.354453,7.514936145,7.248027099,7.262992551,7.200756994
AT5G24850,2.701679003,2.696502827,2.583537743,2.616517406,2.656990072,2.677112973,2.609867769,2.71234353,2.659256117,2.576080935,2.72166285,2.69173297
AT5G24870,7.150141654,7.355482611,6.999214969,6.837430242,7.023515398,7.101417421,7.283887787,6.559832247,6.827173884,7.107307711,6.910928644,7.090055675
AT5G24880,2.601218502,2.592859752,2.952512498,2.749309308,2.847789904,2.581812804,2.721307892,2.659129427,2.818965202,2.981761432,2.892520929,2.943484669
AT5G24890,9.257036838,9.080821453,9.298327845,8.867881853,9.021431296,9.077921082,9.216198277,9.129768082,9.260559236,9.092077615,9.018418241,8.729351415
AT5G24900,2.443829651,2.565419558,2.69352594,2.382657805,2.709931477,2.612713799,2.576990226,2.486031473,2.646402807,2.390954045,2.483665298,2.478230254
AT5G24910,5.606199567,5.65368758,5.514523176,5.653180157,5.775816138,5.856182369,6.105220485,5.954417954,5.493106062,5.760275543,5.862339607,5.731524376
AT5G24930,9.69967229,9.700449861,9.526077742,9.375790912,9.635303148,9.588463308,9.711603927,9.701207868,9.648689888,9.606679509,9.343845464,9.440729133
AT5G24970,4.169486244,4.31599919,4.428604592,3.994069696,4.202814432,4.16274239,4.221963847,4.110838074,4.670836234,4.158900079,4.16006014,4.285532454
AT5G24990,3.196952363,3.333292028,3.080332947,3.245609034,3.544998996,3.317263538,3.125853668,3.343073059,3.120239338,3.750519355,3.371602348,3.263234385
AT5G25050,4.920424129,5.102535843,4.819953972,4.776771756,5.110169235,5.051151248,4.928411657,4.921700434,4.611808206,5.123991396,5.11440978,5.229773643
AT5G25060,7.317517808,7.230081468,7.57491314,7.180500853,7.036121282,7.190352416,7.263496555,7.675595847,7.292544455,6.973289686,6.850697904,7.106197043
AT5G25070,6.868100211,6.937871198,6.90853908,6.39948802,6.514413555,6.100674376,6.751036403,7.094348933,6.704301276,6.505486132,6.644237725,6.53106626
AT5G25080,6.842288048,6.667790222,6.714530069,6.417290835,6.733341859,6.4770094,6.526158146,6.853705066,6.837262304,6.697903452,6.614330148,6.59543339
AT5G25090,3.283429762,3.366041098,3.191408513,3.681062461,3.45217379,3.411177671,3.114619871,3.378618731,3.723479603,3.4396484,3.51468417,3.548955803
AT5G25100,7.588238056,7.487489387,7.342909775,8.007275918,7.899025313,7.474580139,7.409873835,7.369694512,7.418759567,7.770890478,7.860412635,7.778485706
AT5G25110,8.530013012,8.421988582,8.698898934,8.420231731,8.531828894,8.568563758,8.517467759,8.783486681,8.567870692,8.640588697,8.410993129,8.450927474
AT5G25120,5.338535735,5.225066768,5.103548323,4.898547346,5.011726323,4.816741219,5.382754552,5.234314408,5.120416309,4.738812513,4.703512663,4.504439394
AT5G25140,6.088545938,6.081755064,5.849928939,5.010860173,5.24763312,5.551696985,6.202578336,6.00405292,5.770280208,5.801742356,5.192772466,5.506213163
AT5G25150,4.912751224,4.886250456,4.762298982,5.20749371,5.061212874,4.982511276,4.977299475,4.907539423,4.653135648,4.919540405,5.017539145,5.127843283
AT5G25160,6.039469013,5.963984441,5.785052674,7.6944735,7.474375069,7.656656714,5.683209314,5.695495233,6.351199848,7.700145714,7.708416861,7.653942852
AT5G25170,6.575837214,6.48209388,6.126087811,6.539861531,6.874944858,6.604521341,6.413122605,5.670959088,6.415800469,6.59506491,6.5186707,6.553521898
AT5G25190,5.318642945,5.371578425,4.548247944,5.2899819,4.605468147,5.080810776,5.128118555,4.544842772,4.825655727,4.242667166,4.855399135,4.63457112
AT5G25210,4.776888698,4.652270678,4.415360933,4.816072635,4.876806053,4.569450118,4.676956783,4.337594937,4.671885741,4.812723936,4.804256489,4.79767137
AT5G25220,7.081587345,6.720961853,6.730092749,6.591496179,6.642439546,6.788585798,6.866966462,6.676144012,6.828533422,6.784103633,6.57555038,6.57817207
AT5G25240,7.349295541,7.539845823,7.471591256,7.23783266,7.353801501,7.262047253,7.49133509,7.404921946,7.315114248,7.432143549,6.960063357,7.189443654
AT5G25270,7.747996134,7.834181229,8.055972452,7.568900144,7.838420852,7.800612971,7.8171171,8.303563176,7.771262873,7.782766957,7.74419759,7.649307896
AT5G25280,10.98495561,10.80994817,10.46390374,10.98131698,11.01743065,10.61287987,10.77183102,10.71203359,10.81261793,10.96616459,11.08302166,10.85300277
AT5G25340,3.782035786,3.931819356,4.12313491,3.714522847,3.881815561,3.747348949,4.184552351,3.922306941,3.978926939,3.887583519,3.506262116,3.860532573
AT5G25350,8.168354485,8.20854107,8.096225363,8.659234255,8.730081695,8.384023555,8.292041885,8.12269451,8.127474434,8.366445067,8.560014585,8.435680695
AT5G25360,7.31401454,7.169380267,6.843618852,7.173824339,7.124282581,7.228603514,7.169157899,6.944335748,7.168489518,7.22806838,7.228075411,7.046049633
AT5G25370,2.743411121,2.651912075,2.713568448,2.689398487,2.604459861,2.824700164,2.570829747,2.708041196,2.678352821,2.765734297,2.525512549,2.880031679
AT5G25380,2.638685984,2.360713216,2.16696911,2.710848191,2.234881429,2.433087817,2.826218564,2.459886038,2.3719099,2.486605125,2.209059803,2.356927329
AT5G25440,6.611750935,6.597846856,6.599505305,6.456548192,6.570851901,6.267781169,6.568199501,6.170834655,6.41723493,6.626914283,6.467063083,6.238445633
AT5G25460,9.8560367,9.636324726,9.14161866,9.701001793,9.181354701,8.789098665,9.425180968,9.093151339,9.541962965,8.639723629,8.981541246,8.764771631
AT5G25475,5.975167608,6.063750037,5.938177444,6.372279579,6.557233977,6.310549173,5.832211808,5.977142195,6.231920819,6.105923466,6.32207129,6.428111539
AT5G25480,3.747456488,3.743654283,3.723655256,3.755535962,3.88920478,3.737014748,3.897034923,3.634462386,3.791696628,3.583805127,3.966171392,3.699892079
AT5G25490,3.246957688,3.364237824,3.269537538,4.020840589,3.659927195,4.047836575,3.302713234,3.364549997,3.440802611,3.640702513,3.831992925,3.874305556
AT5G25500,4.754197835,5.181554214,4.964682645,4.513740661,4.863192253,4.684823199,4.876153972,5.103471962,5.01614768,4.486408394,4.623341044,4.678319969
AT5G25510,5.654106074,5.927420443,5.654856605,6.058311973,5.657557401,5.988105703,5.749804871,5.656632867,5.769654187,5.767723096,5.884395529,5.801070905
AT5G25520,5.471835948,5.357652801,4.989373844,5.701120985,5.798544826,6.064795482,5.574620671,5.453441006,5.334338366,5.54174327,5.836264991,5.783688144
AT5G25530,2.827141811,2.776561458,2.577713571,2.831933282,3.022321599,2.713679284,2.823712744,2.709275586,2.852808893,2.602252199,2.670621787,2.740521429
AT5G25540,8.97692359,8.863023078,8.966572248,8.910261767,8.915489715,9.116673883,9.026233854,8.888966839,8.852219054,8.936198541,9.026654044,8.950938784
AT5G25560,5.834702396,6.161530399,6.000921198,7.068372189,7.417030688,7.328342449,5.874681651,6.322607319,5.948719483,6.764377552,7.086226977,7.362565792
AT5G25570,3.242006975,2.865933441,2.872813906,3.044331001,3.015855087,3.301752945,3.017084805,2.972493751,2.933300453,2.977079274,2.995626729,2.837656531
AT5G25580,2.56510517,2.791672802,2.789388859,3.175036658,3.277211297,2.68993544,2.909582789,2.647226692,3.069130048,2.726283977,2.948359004,2.91594881
AT5G25590,4.531564575,4.531370714,4.381656455,4.889557977,4.670067089,4.476571383,4.367254617,4.201790743,4.577245011,4.314903627,4.301787695,4.371727334
AT5G25620,4.541769893,4.714755672,4.216014244,5.548247464,5.064199347,5.368026928,4.369775382,4.834951279,4.954526999,5.132926335,5.254811403,5.609626405
AT5G25630,4.280470346,3.943701179,4.092694534,4.371840809,4.395918109,4.10520098,4.510570215,4.324894187,4.278363556,4.115408703,4.290217702,4.182343605
AT5G25640,3.533407419,3.642646756,3.853700968,3.782971633,4.253683479,3.652081102,3.538361996,3.674715497,3.913531946,3.923102461,3.883917051,4.10691675
AT5G25760,8.969400118,8.903612458,8.939544712,9.155878423,9.109765861,9.174809249,9.141044501,8.939105817,9.10078722,9.121034939,9.248558262,9.089518144
AT5G25770,9.027104978,8.923498469,9.096070987,9.173813081,9.353086202,9.360380656,9.11637907,9.190414411,8.966909437,9.374248324,9.177678973,9.337184744
AT5G25780,7.283097866,7.303894281,7.372596692,7.052327542,7.302613548,7.629163693,7.298297232,7.46510428,7.276085365,7.211425095,7.03467114,7.336024774
AT5G25800,6.215922095,6.064655874,6.464737051,5.870397034,5.946717265,5.533250267,6.068307185,6.184227889,6.177893509,5.871974349,5.616329625,5.947396411
