Analysis.Id,ARG1.KO_FLT_Rep1,ARG1.KO_FLT_Rep2,ARG1.KO_FLT_Rep3,ARG1.KO_FLT_Rep4,ARG1.KO_GC_Rep1,ARG1.KO_GC_Rep2,ARG1.KO_GC_Rep3,ARG1.KO_GC_Rep4,WT_FLT_Rep1,WT_FLT_Rep2,WT_FLT_Rep3,WT_FLT_Rep4,WT_FLT_Rep5,WT_GC_Rep1,WT_GC_Rep2,WT_GC_Rep3,WT_GC_Rep4,WT_GC_Rep5
AT3G24430,2.618032555,3.149857569,2.448486433,3.027262923,2.414272919,1.97498132,2.348768154,2.90929264,3.245508564,2.934778288,4.157834918,3.622568093,4.136624994,3.352028979,2.363946364,3.171908014,3.333357404,3.546363812
AT3G24440,2.047123752,2.139539096,1.948219829,2.323580377,2.077012114,2.159475691,2.095282083,2.439697579,1.865451513,1.953450345,2.426446698,2.046217236,1.602872006,2.22502573,1.840549742,1.999261923,2.111002257,2.251820913
AT3G24450,4.654962019,4.468560259,4.203310695,4.723139029,4.445507163,3.93706388,3.872436765,4.705123598,5.005031359,4.938905463,5.250720182,5.093574303,5.47398416,5.720784532,4.583960692,4.791210673,4.941558325,4.844211912
AT3G24460,2.112216491,2.014687359,2.007670047,2.005990952,1.801438576,2.201395561,2.003520097,2.358827744,2.026355143,2.136120547,2.01516358,1.883888932,2.347347171,2.143302907,2.120180769,2.173279153,2.181722875,2.173716678
AT3G24480,2.740127868,2.791906665,3.051222757,2.838059849,2.632574072,2.881472599,2.853428875,2.792009197,2.907840582,3.168845687,2.928031884,3.375970484,3.027170501,2.902823625,3.237787841,2.842417795,2.89322917,2.820452374
AT3G24490,3.818164958,4.008857424,3.141064551,2.870630527,3.302191224,2.900868672,3.09655043,3.215196039,3.339137705,2.931927584,3.353147745,3.127915521,2.850143293,3.230385127,2.957896246,3.448957774,3.120499525,2.911560205
AT3G24495,2.485164364,2.381277426,2.441046554,2.818448369,2.686664592,3.052358047,2.42748574,2.528347801,2.375256348,1.960802427,2.51972739,2.773544212,3.213122598,2.303221135,2.334173137,2.536213318,2.283264868,2.204006703
AT3G24500,12.37769816,12.49326508,12.75048523,12.79393489,12.86249796,12.84111071,12.54596894,12.69572649,12.36534323,12.46355916,12.38430952,13.01764284,12.99233526,12.45923462,12.41390802,12.57619327,12.28674553,12.642326
AT3G24503,8.935483575,8.968019516,9.019140786,8.964269994,8.698501528,8.469991555,8.665640197,8.485367746,8.724641115,8.538300902,8.328012435,8.917141307,8.429608304,8.001134449,8.188993901,8.04415828,8.230067357,8.441348683
AT3G24506,2.841906446,2.651789918,2.331649171,2.255422292,3.214456263,2.493204167,2.695063442,2.896649145,2.539183368,2.186735675,2.348672514,2.384214955,2.305705451,2.467244755,2.325985456,2.439301467,2.381235535,2.371142958
AT3G24515,2.221299597,2.127388446,2.35173732,2.447426889,2.265194744,2.487481484,2.208836442,2.340168498,2.557737076,2.588927969,2.368371246,2.200008437,2.580165747,2.275212989,2.443284969,2.268451279,2.379152426,2.125006179
AT3G24520,1.925236685,2.009815002,1.948219829,2.201395561,1.719229687,1.943776999,1.989486336,2.000024345,2.068539194,2.078035551,1.835025261,1.957079176,2.192490457,1.995425577,1.958197615,1.921196773,1.893061759,2.106401771
AT3G24530,1.919895082,1.892360747,1.927822998,1.799324147,2.080768443,1.982731735,1.857783659,1.878796778,1.846155842,2.03187118,1.968540548,2.256337222,2.160003097,2.025628605,1.80381447,1.925039281,1.885580679,1.931391111
AT3G24550,6.41699549,6.366190398,5.816670573,6.247310839,6.305016072,5.968088679,6.134969898,5.975597354,6.268598793,6.202907302,6.687705846,6.413975917,5.691810755,6.50822807,6.445888964,6.596480692,6.61637038,6.314458351
AT3G24560,2.261502629,2.083867676,2.090188152,2.096501706,2.751326429,2.158086537,2.100958098,1.940379609,1.887286938,2.610961323,2.141165548,2.503666985,2.260413086,2.300361502,2.195332215,1.933003436,2.100958098,2.446972988
AT3G24570,6.386824841,6.662681543,7.299426266,6.691131994,7.037725977,6.933291203,7.079808426,7.044405302,6.810983052,7.034175055,6.669006182,6.758919845,6.646430871,6.901519846,7.228645476,6.947584267,7.001183366,6.990357291
AT3G24590,2.430905333,2.61721815,2.799744548,2.668049779,2.940891711,2.568670703,2.662484007,2.561744405,2.439795434,3.005328484,2.779321246,2.895378076,2.873383467,2.657407636,2.47220069,2.676808727,2.653725059,2.742777859
AT3G24630,2.021594801,2.025511665,2.261577326,2.14330933,2.171925481,1.977621244,1.930400156,2.07863293,2.370950207,2.009542548,1.939679773,2.080263392,2.139494163,1.945140384,2.493652247,1.962966304,2.304461935,2.046421613
AT3G24660,2.007782396,2.01490477,2.017503259,2.116468302,2.090399075,2.007039338,1.940990678,2.138899877,2.27688651,1.862490411,2.11952359,1.934929263,1.873880446,2.253613153,1.952478807,1.97590023,2.133798765,1.937675002
AT3G24670,1.883961503,1.789162918,2.267452521,1.970198498,2.008099481,2.186388848,2.061113084,2.35730899,2.241362378,2.404080723,2.193423555,2.051869088,2.192630322,2.295085653,2.061113084,1.748077333,2.098656731,2.143797231
AT3G24715,2.055253375,2.113462159,2.27655196,2.143236785,2.094878963,2.398877782,2.176372862,2.252674258,2.35806714,2.724419944,2.161897922,2.203952399,2.209062215,2.269237361,2.225787576,2.273768242,2.196374273,2.195787619
AT3G24740,5.03763124,4.895525226,4.041353274,4.778079503,5.038260158,4.603032589,4.558943087,4.656527342,4.917034899,4.324216208,4.880594152,4.55654211,4.285448349,4.880293173,4.633750311,5.00878211,4.752529407,4.499170814
AT3G24750,1.928473085,2.043136817,2.044765575,1.889349935,1.993340812,2.025627989,1.917833038,1.688995774,2.181995702,1.992425545,1.776825447,2.00728779,1.95650158,1.856562864,1.926376306,1.944523545,1.760716275,2.523383165
AT3G24760,2.349880001,2.54894954,2.6031202,2.349793721,2.696853408,2.401920432,2.480132008,2.921758344,2.32129478,2.482417709,2.34351764,2.416877442,2.160003097,2.647657799,2.456705767,2.626593614,2.688037511,2.920795095
AT3G24770,1.834047192,1.744834257,1.92632343,2.085805033,2.023341574,1.759667254,1.990304838,2.035678183,1.974490773,2.042250633,2.020625663,2.06891692,1.905334196,2.152433719,1.944406388,1.919235053,2.18344103,1.78994482
AT3G24800,3.653309306,3.896808791,2.763954102,3.706048624,3.075867388,3.170491941,3.69095813,3.87221211,3.101010187,3.064037355,3.176715307,3.319041903,3.377194407,3.22216843,2.977172824,3.216359621,3.286801238,3.549910445
AT3G24810,2.132340878,2.183276459,2.071120659,2.282338193,2.128895609,2.212910782,1.961575838,1.866655215,1.922251509,2.406090644,2.156985045,2.252737565,2.481024231,2.216091866,1.894084449,1.969214655,2.017883749,2.092392828
AT3G24820,2.03351088,2.145175977,2.01679164,2.104723175,2.140286809,2.51758996,2.150384212,2.046198246,2.244601173,2.029999465,2.116931568,2.27231376,1.859080383,2.006440667,1.954018221,2.124910287,2.085393346,2.201331831
AT3G24830,10.91159898,10.70889298,10.93366282,10.86438497,10.99189781,11.05309566,11.05288295,10.85322881,11.03095912,10.84144574,10.96776091,10.80696062,11.02851219,11.17263445,10.90519571,11.09153909,10.88577556,11.00158774
AT3G24840,1.990923874,1.750115644,2.069850443,2.003749583,2.060705173,2.060705173,1.972993883,1.871204749,2.032043004,1.927066833,2.04771137,1.9765369,2.091833636,2.019217295,2.176298597,1.731875792,2.083776552,2.206058614
AT3G24880,3.136196639,3.052734815,2.555346463,2.626564948,2.746963656,2.444715376,2.482823271,2.571947382,2.663641688,2.805518275,2.299926081,2.667440517,2.529332766,2.472309638,3.138700076,2.351845716,2.58840117,2.539849483
AT3G24890,1.958841637,2.196259759,2.048825169,2.116164569,2.202624856,2.257010247,2.203528942,2.141343751,2.106360263,2.212881349,1.984755261,2.296218208,2.128761434,2.161982744,2.059429168,2.16187718,2.334307375,2.405122941
AT3G24982,1.908943548,1.818551851,1.960943777,1.99261048,1.90977875,1.913149878,1.783153674,1.926807016,1.863254194,2.106393035,1.922705918,1.754884903,2.127009411,1.875353907,2.009504717,2.048500193,1.931071398,1.917610574
AT3G25020,1.717622636,1.681378614,2.123299238,1.812156168,1.921878485,1.868111946,1.83378747,1.624754362,2.158960931,2.356961451,1.893551419,1.874005476,1.844767696,1.899978633,1.784584631,1.813615083,1.831975636,2.148478827
AT3G25040,4.44666862,4.362983993,5.346625739,4.803502711,5.124961853,5.12344419,5.276279173,5.238015719,4.711337012,4.645463581,4.930755149,4.827204474,4.745981815,4.975443444,5.693386576,5.034514663,5.026985193,5.227451212
AT3G25060,1.839560683,1.901780736,1.850822458,1.887434119,2.077012114,1.907207288,1.696714609,1.815419681,1.75584696,1.817985294,1.641295832,1.833747733,1.705050893,1.759884959,1.798731487,2.002793335,1.896385667,2.229743042
AT3G25070,2.48995857,2.456705767,3.45917604,2.590870072,3.554092478,2.906645049,3.157876835,3.013645819,2.943434648,3.073064505,2.473343067,2.365568681,2.259649375,2.98412128,2.855428244,2.161415065,2.442898,2.300313645
AT3G25100,2.158005856,2.317716166,2.133239562,2.312185271,2.179186894,2.057799128,2.364732789,2.055100444,2.263912003,2.084066386,2.141759963,2.152432618,2.480603391,2.17833106,2.361024089,2.210217272,2.1683904,2.343768105
AT3G25110,2.099743284,2.075065003,2.084095961,2.163048773,1.985975816,2.181846355,2.139712781,1.786219503,2.160469951,1.858635049,2.2407425,2.109997902,1.994664562,1.814150183,2.130162107,2.061471465,2.158532568,2.051678225
AT3G25120,5.703941917,5.467107396,6.403071238,6.182993383,5.873864701,5.819664917,6.371057471,5.951729157,5.914316321,6.243431374,6.308769578,6.108215532,5.833030988,6.154275827,5.792533003,5.880121775,6.013263416,6.171228054
AT3G25140,3.065730967,3.484096889,3.356627801,3.482271992,3.486257369,3.422779062,3.134843868,3.367558547,3.402549028,3.516036976,3.915844068,3.120604952,3.37640523,4.194132269,3.593185547,3.938287019,3.493048412,3.255979703
AT3G25150,4.268103134,4.184646307,4.286767948,3.971073006,4.640665237,4.433790518,4.327527456,4.484084976,4.013027113,3.907026233,4.422996833,4.010463255,4.553171605,4.802890723,4.553529975,4.427958396,4.116729735,4.033942343
AT3G25190,2.808675895,2.753142627,2.397755036,2.647475099,2.834300531,2.502133521,2.589836133,2.158552954,2.584257556,2.554209517,2.489900687,2.62857433,2.860509665,2.269237361,2.280607448,2.497727908,2.621259119,2.397703106
AT3G25210,3.495392063,3.285510392,3.270185689,3.397385183,3.844257104,3.473594697,3.757997488,3.830247077,3.261468893,3.248203741,4.075943189,3.224778844,3.148822184,3.896713868,3.301593494,3.506257938,3.46044927,3.333356375
AT3G25220,4.330342861,4.42741291,4.954413201,4.650383361,4.786858546,4.765568323,4.392141662,4.98116146,4.778789237,4.173976116,4.858576624,4.457381932,4.512841181,4.925284407,4.685296718,4.575364948,4.48123772,4.416148847
AT3G25230,9.056016285,9.353070639,9.677107842,10.26420292,9.59995683,9.720056381,9.40224696,10.29781495,8.833302158,8.681477227,9.424672023,9.834741913,9.308676115,8.896373353,8.570524934,8.993089878,9.032559797,9.159748408
AT3G25250,4.523409345,4.376560309,5.542918897,6.004229087,4.991920124,5.362962076,8.069047712,6.004445353,3.213122598,3.324919683,3.796087401,4.069181461,3.541830763,3.981368313,3.243580514,3.533425933,3.112115671,3.705482108
AT3G25290,4.540004065,4.406513779,4.679468643,5.324975132,5.686068847,5.900928036,6.492142911,5.508830153,3.693642517,3.240663167,4.187078235,3.987007797,3.186392212,3.655923403,3.272980948,3.717831312,3.386970546,4.558381411
AT3G25400,2.243371373,2.287246084,2.46395757,2.530198821,2.348632895,2.049479846,2.402245593,2.290490776,2.375655151,2.234154388,2.267789844,2.249813599,2.104048295,2.440878675,2.301721057,2.2458139,2.229236424,2.347104453
AT3G25410,2.492482796,2.616434246,2.936648737,2.630538773,2.570085376,2.755734744,2.456201545,2.774393537,2.52063737,2.404613529,2.645354366,2.630136912,2.814395842,2.896684656,2.205380939,2.492899467,2.382647304,2.989298268
AT3G25440,2.849330065,2.804992452,2.644265481,2.348288298,2.432689932,2.301090533,2.984174019,3.105603806,2.79265248,2.31166965,2.859178201,2.595034537,2.542142132,2.534597896,2.240620382,2.654669823,2.793592565,2.442352276
AT3G25470,6.808235132,7.174062516,7.668080849,7.589595005,7.35665891,7.312975232,7.272748285,7.35877459,7.264402664,7.56125912,7.23387669,7.312239218,7.628973779,7.383066584,7.00086582,7.242734201,7.20066508,7.161710715
AT3G25480,1.985974159,2.093852889,2.068089061,1.999482926,2.277170893,2.459116612,1.964141069,2.119713534,1.878107806,2.167731036,1.902745241,2.331176216,1.950347294,1.853506678,2.145428568,2.079819145,2.322694934,1.956938697
AT3G25490,1.775719609,1.949869127,1.934239392,1.87341262,1.77662404,1.885433636,1.745849033,1.729956467,2.038418568,1.732522965,1.899650709,1.728189135,2.05013005,1.921578086,1.956928525,2.002488153,1.7593697,1.9265012
AT3G25500,2.010190156,2.282516913,2.03219931,2.152617821,2.077012114,2.351305099,2.268701737,2.161699849,2.057096167,2.251820913,2.158253023,2.203952399,2.36231302,2.20942227,2.198094988,2.222839185,2.248267163,2.092351311
AT3G25520,9.31984648,9.321912332,9.937759868,9.533262917,9.799548032,9.628985989,9.830620842,9.827677722,9.770877219,9.592739307,9.787359063,9.429368255,9.821450256,9.747648112,9.557552921,9.733189383,9.781927212,9.636385659
AT3G25530,3.516941515,3.22270838,4.207456922,3.923610536,4.049003617,3.78672258,3.875374755,3.706804444,4.173384504,4.00427649,3.865676541,3.71598393,4.183038866,3.810891193,4.001058675,3.801988817,3.805548819,3.888470052
AT3G25540,1.921618103,1.975128,2.464055941,2.415035065,2.051207644,2.173282731,2.05675047,2.099530745,2.283125914,2.249167078,2.075202425,2.349538375,2.207136451,2.194051385,2.00878981,2.152006918,2.247806664,2.375083926
AT3G25545,2.950267786,3.121527545,3.329203008,2.389259557,2.791136006,3.044126196,3.508404584,2.828050977,3.070627299,2.419954997,2.729141285,2.708700351,2.665546203,2.853233917,3.261232166,3.130104454,2.819753606,3.046524619
AT3G25560,1.823433926,1.948114095,2.089298613,1.878119223,1.932714751,1.89445327,2.033664796,1.989171238,1.978783455,1.788165824,1.777180382,1.859485795,1.842697122,1.658559804,1.81287163,1.750157965,1.9943756,2.14020646
AT3G25570,2.134725256,2.122231607,1.911751773,2.068490363,2.064539023,2.105777577,2.09829779,2.094614708,2.091197469,2.203001366,1.972569395,2.095263664,2.291074562,2.177617319,1.915200262,1.907480646,1.958989775,2.164037044
AT3G25580,2.318063351,2.360556332,2.633039959,2.635368845,2.328162456,2.381802278,2.55326187,2.359710187,2.171969888,2.349140937,2.355371094,2.311176211,2.582619751,2.610467948,2.318440526,2.408007797,2.262683578,2.251820913
AT3G25585,2.917437979,2.66009818,2.626582164,2.687492214,2.985238222,2.550468602,2.430531233,2.795654767,2.784691295,2.425564643,3.24695143,2.560721676,2.368099837,3.098607219,2.500712552,2.959842912,3.03170913,2.62121146
AT3G25600,5.681240915,6.149122821,5.287801609,5.887091721,5.164281595,6.452061466,5.67640604,4.963078831,4.136609269,3.937653562,4.631920818,5.142976765,3.616734911,4.486362061,5.015290058,4.525970747,4.203757551,5.23914782
AT3G25610,3.088897156,3.175675659,2.67360117,2.953818449,3.087833441,2.941173201,3.134843868,2.681640648,3.132099032,2.479787146,2.465478525,2.608297145,2.318823125,2.801107384,2.844484478,2.795886746,2.717312236,2.413093376
AT3G25640,2.131741966,2.210067558,2.083995328,2.252290472,2.137222021,2.10550705,2.154910294,2.269864833,2.116598192,2.072900676,2.049329859,2.126261911,1.9790807,2.173496268,2.146885739,2.139045045,2.031760245,2.131741966
AT3G25655,2.04606564,2.234720245,2.190065457,1.876712151,2.267635428,2.105684449,1.931824494,2.070787459,2.094302915,1.955116128,1.955595074,2.158380861,2.189119081,2.290394252,2.256997797,1.995233668,2.736193077,2.389547892
AT3G25660,2.24157024,2.327259578,2.18529517,2.174431797,2.326374183,2.189214665,2.18529517,2.227952002,2.250099241,2.010411797,2.061095606,2.227428912,2.607073143,2.476244355,2.831887406,2.28802243,2.541203913,2.156150229
AT3G25680,2.21422241,2.222962164,2.36915791,2.304317263,2.302525331,2.510197249,2.439518874,2.31373022,2.4545838,2.179268702,2.466641159,2.183335328,2.43239922,2.41507484,2.230770542,2.318551776,2.280647008,2.242959107
AT3G25690,1.903305955,1.974978014,2.305515105,2.290455538,1.98660268,2.333982551,2.158247071,1.89648764,2.32558491,2.166076236,2.031374437,2.101885454,3.029943564,1.950159309,2.282413457,2.24723943,1.856543406,2.292217804
AT3G25710,1.709083338,1.887657153,1.959120554,1.825071592,1.747196102,1.676544759,1.902932566,1.848546048,1.818787576,1.62449508,1.869878442,2.108014593,2.090866605,1.872402515,1.939921969,1.834062988,1.920974614,2.084761973
AT3G25730,2.979713759,3.033364627,3.000943242,2.977122389,3.023835747,3.199950211,2.938773665,3.023418622,2.690044107,2.651865641,3.005137571,2.381692101,2.705042986,2.697092249,2.810830508,2.717039138,2.561943745,2.565575141
AT3G25740,1.882522742,1.846244328,1.868087392,2.053824184,2.000976211,1.950469279,2.171532639,2.114591577,2.074829858,1.953450345,2.047333433,1.977738002,2.371868845,2.045077783,2.262741043,2.051844676,2.135568801,2.045550972
AT3G25760,1.844303159,1.791617177,2.155044703,1.74144177,1.868819107,1.62253409,2.054253982,1.85207214,1.68065965,2.053693655,1.667405533,1.833636426,1.857719552,1.832216047,1.72639056,1.836981273,1.7749088,1.961911226
AT3G25780,2.056807865,1.912974462,2.137370625,2.076487213,2.113355306,2.242750067,2.137787451,2.227818156,1.958904715,1.871755277,2.15793901,1.953051168,2.099042616,2.408007797,2.396095217,2.151498324,2.437677706,2.382317517
AT3G25790,1.975275122,1.958860172,1.868699016,1.746216403,1.836282055,1.868058881,1.85446635,1.690262697,1.706696126,2.208267789,1.985323847,1.925722736,1.745415481,1.951312152,1.963273669,1.869098082,2.028529199,1.946205275
AT3G25800,6.640761949,6.573322313,6.696285596,6.54426435,6.757173138,6.377428466,6.649377894,6.643733437,6.856409695,6.530378935,6.822428129,6.405323411,6.467096042,6.582699286,6.48695362,6.890045843,6.812780267,6.526203521
AT3G25805,2.18573628,2.070356031,2.140440527,2.281444381,2.208686518,2.189018304,2.388340881,2.438721828,2.015704193,2.263873258,2.059429062,2.384781074,2.384781074,2.438604099,2.184065266,2.349633559,2.376476029,2.365736131
AT3G25830,2.000833923,2.053853185,2.035647792,1.944522764,1.981874741,2.12937677,1.977366112,1.999706853,1.883890875,1.953450345,1.955710273,2.004657836,2.109928782,1.928947481,1.929261691,2.016506057,2.078037423,1.897734861
AT3G25840,4.68173953,4.971104932,4.123359758,5.110881393,4.37458203,4.02522688,4.68103115,4.516070744,4.405846563,4.354402551,4.49346875,4.690436147,3.817638788,3.936145007,4.331183239,4.428109387,4.469288776,3.850120654
AT3G25860,2.815410798,2.19352325,2.489346017,2.705870174,2.612396257,2.692028723,2.770941665,2.687888971,3.064359978,2.269032723,3.343420883,2.307062439,2.218341412,3.429535566,2.749172683,3.06651049,2.587192549,2.757035483
AT3G25870,2.809300178,2.766722815,2.319221402,2.306218034,2.407202943,2.342881062,2.261659483,2.501245589,2.455391342,2.197478882,2.177800996,2.448959286,2.512636988,2.380807301,2.256917893,2.271051906,2.389447906,2.654854764
AT3G25890,2.172991664,2.333324613,2.281895226,2.270539348,2.138799081,2.497772764,2.30235186,2.33687175,2.327165284,2.31548474,2.133037974,2.019596914,2.255231128,2.269237361,2.325831749,2.113946377,2.347528589,2.364321184
AT3G25900,8.238387216,8.462303037,7.562655746,7.923467441,7.979722772,7.817915515,8.157306058,7.994505999,8.624161445,8.182981208,8.482114534,8.224013082,8.419029454,8.738998631,7.949321736,8.737364389,8.59343128,8.491895895
AT3G25905,1.961227165,2.0763454,2.331649171,1.881329437,2.057962085,2.448458884,2.043325264,1.947051731,2.065853056,1.953035694,2.158954379,2.510091887,2.183878637,2.105583344,2.134725256,2.105752819,2.086875722,1.975605004
AT3G25910,9.763758577,9.661817293,9.18902112,9.292366353,9.460052749,9.126801738,9.477552338,9.405613908,9.728437674,9.404730408,9.621661442,9.297730213,9.618092005,9.537699212,9.088852228,9.82051351,9.528988592,9.322408049
AT3G25920,7.530499482,7.859624874,7.949100056,7.935460414,7.978016498,7.866781131,8.086062603,7.89457874,7.739356147,7.666588868,7.326869908,7.536796879,8.178832719,7.6697051,7.85091851,7.844206465,7.463481714,7.504272665
AT3G25930,1.611402696,1.86528733,1.755129853,1.948663442,1.967154057,2.004019221,1.766685978,1.803179317,1.814312604,1.989325055,2.037214762,1.857206733,1.793204177,1.866975859,1.946115743,1.928577549,1.890142015,1.811001345
AT3G25940,4.577533982,4.836683327,5.523827266,5.276639418,5.06209223,5.254751409,5.407732926,5.187077672,4.894548739,5.610277437,5.120474238,5.406992226,5.274449753,5.407515413,5.584046557,5.177859858,4.990774763,5.488976476
AT3G25950,2.955183774,2.924474451,2.841323422,2.777083995,2.761866121,2.783525266,2.943333422,2.923865135,2.66832449,3.148657136,2.947301476,3.103214826,3.049507275,2.655238986,2.898213228,2.96477768,2.936384211,2.835625284
AT3G25970,1.968611135,2.078252078,1.840745111,1.92311468,1.85475891,2.130836564,2.024081375,1.971970436,2.048911112,1.90166562,1.999579977,2.077972338,2.179055871,1.857719552,2.121436789,2.0424865,2.364447263,2.117019368
AT3G25980,2.86850209,3.142035016,3.696205076,3.24992148,3.106002093,2.965477848,3.129905291,3.429805809,3.656355898,3.398404876,3.632380972,3.287571488,4.053801373,3.507889919,3.086154043,3.177587198,2.896958801,2.908805143
AT3G25990,2.300137372,2.407446901,2.390590196,2.365139444,2.173139834,2.37692357,2.277635311,2.032460637,2.178802535,2.308341263,2.245342924,2.162078549,2.427422118,2.269237361,2.444033233,2.328125331,2.273062164,2.250560103
AT3G26000,6.78861028,7.114185578,5.853106065,6.756907096,5.793395893,6.227811562,6.13732115,6.467672948,5.882814239,6.089658355,6.070694788,6.647659498,5.998498288,5.536282816,5.803341755,5.90546461,6.188140471,6.302882377
AT3G26020,2.220339729,2.258496671,1.820258246,1.985684578,1.905795626,1.815070814,1.705525993,1.931767565,1.924468532,1.955580434,1.936886993,2.007510838,2.27530751,1.923856562,1.78524895,2.069643664,1.637730855,2.000219588
AT3G26030,2.105575506,1.919544393,1.969899212,1.960857275,2.133808108,2.242325126,2.397114365,2.218923382,2.216210883,2.540525021,2.296983702,2.197712236,1.994938411,2.358175168,2.061113084,2.147998151,2.246443456,2.199818451
AT3G26050,1.935937322,2.325166825,2.256584609,2.039021751,2.342828912,2.284855481,1.753807438,2.462973167,2.041741346,2.225300218,1.799032643,1.945979475,2.286577303,2.030640701,1.8873899,2.083412193,2.058947697,1.856658874
AT3G26060,2.706638257,2.35841582,2.539131105,2.460187033,2.539794263,2.475707039,2.426529422,2.480742384,2.35821425,2.621128792,2.334439494,2.567258589,2.496831684,2.651495787,2.280647008,2.751591708,2.298922049,2.853941637
AT3G26070,7.997692726,8.590661467,7.765175083,7.996110408,7.417160179,7.252437228,7.502430385,7.56979659,7.894704801,7.837519646,7.682608619,8.380953983,7.724723374,7.124804858,7.159040873,8.111036478,7.453405344,7.970034472
AT3G26085,2.435188076,2.28126969,2.261577326,2.132350392,2.468044004,2.03789466,2.162143174,2.151035995,2.091197469,2.448292055,2.198111235,2.285813765,2.672045627,2.217985538,2.086028292,2.280151877,2.590889408,2.862555136
AT3G26090,3.185220891,3.250072822,2.87332423,3.381357591,3.125891896,3.426153704,3.120672793,3.130664322,3.518350031,3.405358075,3.647848316,2.823885744,2.96611704,3.193391764,2.997385186,3.223137462,2.953329678,2.454135389
AT3G26100,4.476235425,5.12755644,3.88785804,4.302631364,3.770951029,3.734287144,3.627348888,3.847667915,3.771269088,4.04387747,4.233518336,4.370233921,3.948234607,4.279399609,4.087567531,4.429690054,4.335914296,3.550586112
AT3G26120,2.106483726,2.194019825,2.197431168,2.25824644,1.747484138,2.299138883,2.234151573,1.833755338,2.067367657,2.499304948,2.145434067,2.364908539,2.260803277,2.226317235,2.134725256,1.885225602,2.142745807,2.04944616
AT3G26125,2.20111653,2.168312589,2.13560805,2.42116493,2.047551502,2.179623515,2.229084583,1.890142015,2.150218595,1.935934716,2.016500965,2.121030138,2.120193377,2.142970513,2.128479361,2.2620135,2.559386991,2.124665255
AT3G26130,2.001355238,1.791563218,1.84155061,2.130219312,1.988983772,1.794163717,2.256056277,1.863359558,1.912305949,2.099584065,2.015314521,2.079305873,1.930657484,1.950693616,1.706313756,1.812884517,2.11528558,1.944931543
AT3G26290,2.203952399,2.082243347,2.290712989,2.319782443,2.035244807,2.119785456,2.186030042,2.058755724,2.106565554,2.006682552,2.141762097,2.489519982,2.181433257,2.433098881,2.04114423,2.208698484,2.071103202,1.929828789
AT3G26300,1.638437625,1.830317932,2.031990322,2.154299339,2.13648141,2.165788606,1.734021964,1.657864038,2.078370978,2.276141188,1.799288966,1.80125382,2.571848628,1.865137301,2.171301438,1.953981792,2.000330368,1.929107358
AT3G26330,1.959695175,1.835927551,2.12408347,1.569207112,1.664924694,1.888666759,1.969785639,1.819564731,1.947657676,1.921099754,1.717199727,1.995008816,2.080391507,1.75452426,2.085137912,1.570998085,1.783942321,1.647412818
AT3G26350,2.717042885,2.823152862,2.673203794,2.801169626,2.531528138,2.651900359,2.658260086,2.508767031,2.68734934,2.966235257,2.610858472,2.753352231,2.92961004,2.603987514,2.505590015,2.536717278,2.603892457,2.435759322
AT3G26360,5.228175617,5.444619852,5.950956046,5.386444081,5.471281169,5.676619337,5.664125528,5.44657885,5.402060444,5.845530864,5.339956421,5.546591225,5.873473495,5.102233409,5.700679588,5.265233028,5.316564672,5.403051718
AT3G26370,5.136734247,4.925234165,5.181313092,4.967174312,4.900372144,5.121092303,5.48488043,5.35954811,5.438163971,5.407277726,5.328573305,5.206250695,5.013012558,5.307138202,5.049600542,5.056856972,5.001688167,5.120187972
AT3G26380,2.658404758,2.46346077,2.700108579,2.435350411,2.475037322,2.691151401,2.930902017,2.573294322,2.562198056,2.364020488,2.615956213,2.604985215,2.757000896,2.652672058,3.013433618,2.502277171,2.65437705,2.653951193
AT3G26400,5.004489008,4.613271023,4.378250095,4.673934151,4.447728428,4.51820107,4.645575603,4.699932511,4.465262314,4.574725651,4.635795605,5.003559239,4.40214002,4.426429631,4.078865531,4.3738382,4.245399615,4.465184085
AT3G26410,5.879939329,5.550236573,5.272221307,5.333000295,5.681706304,5.473329968,5.847889518,5.813993102,5.728629437,5.452593907,5.768104668,5.457426098,5.167814187,5.457812798,5.543997655,5.569750755,5.234598758,5.084022018
AT3G26420,7.866359644,8.002589739,7.182650497,7.792423393,7.332255021,6.934225201,7.251350524,7.580268308,7.317141186,6.976710205,7.497645954,7.767955972,7.511339797,7.126390997,6.814562523,7.803893559,7.492957845,7.322243535
AT3G26430,4.036363448,4.670102344,4.168323602,5.293173318,4.15609479,4.594367629,4.034898366,4.688099727,4.123088094,4.145265435,4.308692649,4.796430834,3.632906786,3.175857574,3.326453875,3.480602023,3.816497485,4.012584964
AT3G26440,1.959247978,2.259474557,1.840545082,2.132745194,1.715468716,2.166109948,1.944276172,2.000852534,1.888131235,2.138134134,1.673579743,1.97626542,2.256007285,1.918889464,1.813385331,1.812156255,1.937771119,2.038227217
AT3G26450,1.906716506,2.032515513,1.787811613,1.866318435,2.0837098,1.870465879,1.955941032,2.188476011,1.978919648,1.775807818,1.89064258,1.93143578,1.706795369,1.731259143,1.80556472,1.896973406,1.733138465,2.005531924
AT3G26470,1.967704535,2.044218883,1.985746915,2.05675047,2.003921286,2.185891781,1.966046668,1.94893972,1.820993262,2.050422787,1.915588055,1.933625332,2.012686975,2.209064134,2.102342785,2.242427599,2.017865094,2.268022832
